logz logzerr logvol nlive logl logwt insert_order
-9.929189146883229569e+02 5.544284508056296357e-01 -3.561999999999718725e+00 1.000000000000000000e+03 -9.827052294724184094e+02 -9.931754847097336096e+02 1.645999999999999908e+00
-9.923458464674520201e+02 4.922559506554902153e-01 -3.562999999999718614e+00 1.000000000000000000e+03 -9.822951096914822529e+02 -9.927663649287974295e+02 1.215999999999999970e+00
-9.918410150200821818e+02 7.906325693957949596e-01 -3.563999999999718504e+00 1.000000000000000000e+03 -9.821458540006526619e+02 -9.926181092379679285e+02 5.100000000000000089e-01
-9.914627566985374187e+02 6.787412436380292347e-01 -3.564999999999718394e+00 1.000000000000000000e+03 -9.777581181677204540e+02 -9.882313734050356970e+02 1.370000000000000107e+00
-9.881926308667796093e+02 1.789743940398393685e+00 -3.565999999999718284e+00 1.000000000000000000e+03 -9.774396930929656264e+02 -9.879139483302808458e+02 1.719999999999999862e-01
-9.873504656768024006e+02 1.107696114338460935e+00 -3.566999999999718174e+00 1.000000000000000000e+03 -9.767185677564286834e+02 -9.871938229937438791e+02 1.627999999999999892e+00
-9.865759331690578620e+02 1.259002848225574178e+00 -3.567999999999718064e+00 1.000000000000000000e+03 -9.758197771498082602e+02 -9.862960323871234323e+02 1.987999999999999989e+00
-9.857330743435653631e+02 1.481230297306097787e+00 -3.568999999999717954e+00 1.000000000000000000e+03 -9.757477167363560966e+02 -9.862249719736713587e+02 1.497999999999999998e+00
-9.852559306663429197e+02 8.399377655366152551e-01 -3.569999999999717843e+00 1.000000000000000000e+03 -9.744663999651353379e+02 -9.849446552024505763e+02 1.945999999999999952e+00
-9.843950827850538872e+02 1.256757664359079207e+00 -3.570999999999717733e+00 1.000000000000000000e+03 -9.744048504161200981e+02 -9.848841056534353129e+02 9.679999999999999716e-01
-9.839168473159605810e+02 8.247389947978300828e-01 -3.571999999999717623e+00 1.000000000000000000e+03 -9.722118067125226162e+02 -9.826920619498378073e+02 9.020000000000000240e-01
-9.824344622815572166e+02 1.152781261147593161e+00 -3.572999999999717513e+00 1.000000000000000000e+03 -9.717712533022531716e+02 -9.822525085395683391e+02 1.760000000000000009e+00
-9.816462055306789125e+02 1.206806567578481149e+00 -3.573999999999717403e+00 1.000000000000000000e+03 -9.717686124210972594e+02 -9.822508676584125169e+02 1.165999999999999925e+00
-9.812103670905197532e+02 1.243416714284299562e+00 -3.574999999999717293e+00 1.000000000000000000e+03 -9.702593475924142012e+02 -9.807426028297294351e+02 3.439999999999999725e-01
-9.802562331248218470e+02 1.202893712551859950e+00 -3.575999999999717183e+00 1.000000000000000000e+03 -9.696887816776666114e+02 -9.801730369149818216e+02 9.939999999999999947e-01
-9.795206228875847501e+02 9.960451854595213650e-01 -3.576999999999717073e+00 1.000000000000000000e+03 -9.696852497344556241e+02 -9.801705049717708107e+02 5.420000000000000373e-01
-9.791005271064249200e+02 6.948234984979939632e-01 -3.577999999999716962e+00 1.000000000000000000e+03 -9.684377217026308244e+02 -9.789239769399459874e+02 3.699999999999999956e-01
-9.783152136472167513e+02 9.098595463677594530e-01 -3.578999999999716852e+00 1.000000000000000000e+03 -9.683220128022624067e+02 -9.788092680395776597e+02 1.435999999999999943e+00
-9.778388877986209309e+02 6.987281292537533828e-01 -3.579999999999716742e+00 1.000000000000000000e+03 -9.677624679660724496e+02 -9.782507232033876790e+02 5.000000000000000000e-01
-9.773306054259121538e+02 6.240305084599262475e-01 -3.580999999999716632e+00 1.000000000000000000e+03 -9.676776120662555059e+02 -9.781668673035707116e+02 1.504000000000000004e+00
-9.769706068801152696e+02 5.700680199396086500e-01 -3.581999999999716522e+00 1.000000000000000000e+03 -9.652346220297654327e+02 -9.757248772670806147e+02 1.799999999999999933e-01
-9.754719955903320852e+02 8.331816103273916863e-01 -3.582999999999716412e+00 1.000000000000000000e+03 -9.651696041358943603e+02 -9.756608593732096324e+02 7.620000000000000107e-01
-9.748688282210771376e+02 9.843292085534252056e-01 -3.583999999999716302e+00 1.000000000000000000e+03 -9.650602602164457267e+02 -9.755525154537609751e+02 1.860000000000000098e+00
-9.744601998431819538e+02 1.022833195437429676e+00 -3.584999999999716191e+00 1.000000000000000000e+03 -9.638363522093253550e+02 -9.743296074466405798e+02 4.079999999999999738e-01
-9.736996261807294104e+02 1.382177929559953222e+00 -3.585999999999716081e+00 1.000000000000000000e+03 -9.625901120273846345e+02 -9.730843672646998357e+02 7.339999999999999858e-01
-9.726522596201048145e+02 1.343385907992811434e+00 -3.586999999999715971e+00 1.000000000000000000e+03 -9.612106307550229758e+02 -9.717058859923381533e+02 1.181999999999999940e+00
-9.713779169222624432e+02 1.737137159727364155e+00 -3.587999999999715861e+00 1.000000000000000000e+03 -9.609715199011558298e+02 -9.714677751384710973e+02 6.440000000000000169e-01
-9.707286898768171568e+02 2.063942193391223423e+00 -3.588999999999715751e+00 1.000000000000000000e+03 -9.606102380853774321e+02 -9.711074933226926760e+02 1.510000000000000009e+00
-9.702071141374651688e+02 2.037044180041676089e+00 -3.589999999999715641e+00 1.000000000000000000e+03 -9.605117169925255212e+02 -9.710099722298407414e+02 1.582000000000000073e+00
-9.698368986797242997e+02 2.126690182343242697e+00 -3.590999999999715531e+00 1.000000000000000000e+03 -9.602554430804697176e+02 -9.707546983177849143e+02 1.508000000000000007e+00
-9.695008573268801229e+02 2.248284203563576167e+00 -3.591999999999715421e+00 1.000000000000000000e+03 -9.585274869152970041e+02 -9.690277421526121771e+02 1.290000000000000036e+00
-9.685434299394257778e+02 2.593320247776471188e+00 -3.592999999999715310e+00 1.000000000000000000e+03 -9.577465406792622389e+02 -9.682477959165775019e+02 1.415999999999999925e+00
-9.676915803674551171e+02 2.840002437972909188e+00 -3.593999999999715200e+00 1.000000000000000000e+03 -9.573874564396935511e+02 -9.678897116770087905e+02 1.991999999999999993e+00
-9.670925998449738472e+02 1.029960568898869333e+00 -3.594999999999715090e+00 1.000000000000000000e+03 -9.573802051447300983e+02 -9.678834603820453140e+02 1.135999999999999899e+00
-9.667186567680507778e+02 1.087527017447327049e+00 -3.595999999999714980e+00 1.000000000000000000e+03 -9.569895826567762924e+02 -9.674938378940914845e+02 1.356000000000000094e+00
-9.663397955300349622e+02 9.239176771777579678e-01 -3.596999999999714870e+00 1.000000000000000000e+03 -9.565516455830887708e+02 -9.670569008204039392e+02 1.219999999999999973e-01
-9.659422528525325333e+02 6.216554360873586260e-01 -3.597999999999714760e+00 1.000000000000000000e+03 -9.561321038196336985e+02 -9.666383590569489570e+02 1.209999999999999964e+00
-9.655377731131608243e+02 7.276715943094785866e-01 -3.598999999999714650e+00 1.000000000000000000e+03 -9.554938894221098735e+02 -9.660011446594251083e+02 1.923999999999999932e+00
-9.650497092883157393e+02 7.538480307870211172e-01 -3.599999999999714539e+00 1.000000000000000000e+03 -9.538701967967865585e+02 -9.643784520341017696e+02 6.139999999999999902e-01
-9.639656369141124514e+02 1.366144517745925935e+00 -3.600999999999714429e+00 1.000000000000000000e+03 -9.535539028089990552e+02 -9.640631580463142427e+02 1.600000000000000089e+00
-9.633200619740306365e+02 1.519747626008414398e+00 -3.601999999999714319e+00 1.000000000000000000e+03 -9.510240327775134119e+02 -9.615342880148285758e+02 1.364000000000000101e+00
-9.613792800655639894e+02 1.399463186525409464e+00 -3.602999999999714209e+00 1.000000000000000000e+03 -9.505206049709632907e+02 -9.610318602082785446e+02 1.618000000000000105e+00
-9.604974106599285051e+02 1.447816836552824116e+00 -3.603999999999714099e+00 1.000000000000000000e+03 -9.492679545218946942e+02 -9.597802097592099244e+02 7.880000000000000338e-01
-9.593826984438333056e+02 1.311236962458877775e+00 -3.604999999999713989e+00 1.000000000000000000e+03 -9.482258639472571531e+02 -9.587391191845723597e+02 3.579999999999999849e-01
-9.583168569537755275e+02 1.354645904577307602e+00 -3.605999999999713879e+00 1.000000000000000000e+03 -9.481456808341727083e+02 -9.586599360714878912e+02 1.786000000000000032e+00
-9.577806080173259033e+02 1.244757952205936213e+00 -3.606999999999713769e+00 1.000000000000000000e+03 -9.475559756570373793e+02 -9.580712308943525386e+02 1.054000000000000048e+00
-9.572222515153775930e+02 7.539371415091979944e-01 -3.607999999999713658e+00 1.000000000000000000e+03 -9.469469007678799244e+02 -9.574631560051951737e+02 1.241999999999999993e+00
-9.566423196824716797e+02 8.432561630672102959e-01 -3.608999999999713548e+00 1.000000000000000000e+03 -9.467201401518557304e+02 -9.572373953891709562e+02 8.479999999999999760e-01
-9.562030840645279568e+02 9.519260150952340016e-01 -3.609999999999713438e+00 1.000000000000000000e+03 -9.466723848029178043e+02 -9.571906400402330064e+02 1.395999999999999908e+00
-9.558864604112367260e+02 8.760548213472301171e-01 -3.610999999999713328e+00 1.000000000000000000e+03 -9.460156935925832613e+02 -9.565349488298984397e+02 3.340000000000000191e-01
-9.554658863614633901e+02 9.518351534705934425e-01 -3.611999999999713218e+00 1.000000000000000000e+03 -9.459897467220309863e+02 -9.565100019593462548e+02 1.084000000000000075e+00
-9.551642991693856857e+02 1.006431982795438218e+00 -3.612999999999713108e+00 1.000000000000000000e+03 -9.457481697375519616e+02 -9.562694249748672064e+02 9.060000000000000275e-01
-9.548782415030285620e+02 7.207189711372601337e-01 -3.613999999999712998e+00 1.000000000000000000e+03 -9.454043722804977961e+02 -9.559266275178130172e+02 1.752000000000000002e+00
-9.545777643877551100e+02 4.331644361933850162e-01 -3.614999999999712887e+00 1.000000000000000000e+03 -9.447347285609689607e+02 -9.552579837982841582e+02 1.721999999999999975e+00
-9.541679714266896326e+02 5.988558540931232521e-01 -3.615999999999712777e+00 1.000000000000000000e+03 -9.435477089124559598e+02 -9.540719641497711336e+02 1.909999999999999920e+00
-9.534256688752482205e+02 6.538263872205010152e-01 -3.616999999999712667e+00 1.000000000000000000e+03 -9.434347143070430093e+02 -9.539599695443582732e+02 8.739999999999999991e-01
-9.529644039361144223e+02 5.017341105601083040e-01 -3.617999999999712557e+00 1.000000000000000000e+03 -9.427367960694502926e+02 -9.532630513067655329e+02 2.700000000000000178e-01
-9.524094728464582431e+02 6.664761689007369094e-01 -3.618999999999712447e+00 1.000000000000000000e+03 -9.424415134116286481e+02 -9.529687686489438647e+02 5.400000000000000355e-01
-9.519573713525226140e+02 7.356492049893273988e-01 -3.619999999999712337e+00 1.000000000000000000e+03 -9.422011221270836359e+02 -9.527293773643988288e+02 9.080000000000000293e-01
-9.515775077236885409e+02 7.009121284958628184e-01 -3.620999999999712227e+00 1.000000000000000000e+03 -9.409234181251131304e+02 -9.514526733624282997e+02 1.010000000000000009e+00
-9.508199966738063722e+02 7.764790769619779320e-01 -3.621999999999712117e+00 1.000000000000000000e+03 -9.405255682866376219e+02 -9.510558235239528813e+02 1.187999999999999945e+00
-9.502378271800562288e+02 1.071215576193695007e+00 -3.622999999999712006e+00 1.000000000000000000e+03 -9.399860748970683062e+02 -9.505173301343835419e+02 6.540000000000000258e-01
-9.496746978610241285e+02 6.679033867732134810e-01 -3.623999999999711896e+00 1.000000000000000000e+03 -9.398472709352131460e+02 -9.503795261725283581e+02 1.554000000000000048e+00
-9.492731113219854251e+02 7.501396270763794893e-01 -3.624999999999711786e+00 1.000000000000000000e+03 -9.391303515193797011e+02 -9.496636067566948896e+02 5.020000000000000018e-01
-9.487562709113102528e+02 6.086776812608420961e-01 -3.625999999999711676e+00 1.000000000000000000e+03 -9.386410812699142525e+02 -9.491753365072294173e+02 6.560000000000000275e-01
-9.482508633061523824e+02 6.120217964888038376e-01 -3.626999999999711566e+00 1.000000000000000000e+03 -9.384531867825487552e+02 -9.489884420198640100e+02 2.079999999999999905e-01
-9.478599904526084856e+02 7.076020937085893969e-01 -3.627999999999711456e+00 1.000000000000000000e+03 -9.379359097102208125e+02 -9.484721649475360437e+02 4.119999999999999774e-01
-9.474267995227382926e+02 8.093007079868214104e-01 -3.628999999999711346e+00 1.000000000000000000e+03 -9.358826008926313307e+02 -9.464198561299465382e+02 1.258000000000000007e+00
-9.461084570740274557e+02 1.186985485258145845e+00 -3.629999999999711235e+00 1.000000000000000000e+03 -9.355925160823857141e+02 -9.461307713197008979e+02 6.680000000000000382e-01
-9.454264047769005401e+02 1.082383254954762508e+00 -3.630999999999711125e+00 1.000000000000000000e+03 -9.353694956918607204e+02 -9.459087509291758806e+02 1.183999999999999941e+00
-9.449456260744224210e+02 1.145257941393756473e+00 -3.631999999999711015e+00 1.000000000000000000e+03 -9.345064084086012599e+02 -9.450466636459165102e+02 8.100000000000000533e-01
-9.443017221481718479e+02 5.996055721183956022e-01 -3.632999999999710905e+00 1.000000000000000000e+03 -9.341352016630379467e+02 -9.446764569003531733e+02 1.504000000000000004e+00
-9.437784908312435164e+02 6.751039064857531358e-01 -3.633999999999710795e+00 1.000000000000000000e+03 -9.340033116638960564e+02 -9.445455669012112594e+02 3.200000000000000067e-02
-9.433970664889079671e+02 4.269891873797795334e-01 -3.634999999999710685e+00 1.000000000000000000e+03 -9.334375672498636050e+02 -9.439808224871787843e+02 1.965999999999999970e+00
-9.429537923471111753e+02 5.729369561639111597e-01 -3.635999999999710575e+00 1.000000000000000000e+03 -9.329327839784670005e+02 -9.434770392157822698e+02 1.177999999999999936e+00
-9.424884286229683994e+02 5.766678805971008348e-01 -3.636999999999710464e+00 1.000000000000000000e+03 -9.325230813487099795e+02 -9.430683365860252252e+02 1.558000000000000052e+00
-9.420437749174335522e+02 5.751510063043966392e-01 -3.637999999999710354e+00 1.000000000000000000e+03 -9.324954690275757230e+02 -9.430417242648909451e+02 6.780000000000000471e-01
-9.417299613109813663e+02 6.317373721936744291e-01 -3.638999999999710244e+00 1.000000000000000000e+03 -9.322971470327420320e+02 -9.428444022700572305e+02 8.519999999999999796e-01
-9.414462129793946588e+02 7.119889703895148081e-01 -3.639999999999710134e+00 1.000000000000000000e+03 -9.318275172019507409e+02 -9.423757724392659156e+02 7.799999999999999989e-02
-9.411135138768091792e+02 5.906548129041409023e-01 -3.640999999999710024e+00 1.000000000000000000e+03 -9.310623154338763925e+02 -9.416115706711916573e+02 7.940000000000000391e-01
-9.406387028097176426e+02 6.639995072059985404e-01 -3.641999999999709914e+00 1.000000000000000000e+03 -9.309262966526652008e+02 -9.414765518899804420e+02 2.919999999999999818e-01
-9.402791838456078040e+02 5.847054666095975461e-01 -3.642999999999709804e+00 1.000000000000000000e+03 -9.303667987771646040e+02 -9.409180540144798215e+02 5.260000000000000231e-01
-9.398552971208021063e+02 5.919136401854783180e-01 -3.643999999999709694e+00 1.000000000000000000e+03 -9.298653762698762648e+02 -9.404176315071914587e+02 1.548000000000000043e+00
-9.394042997233952974e+02 6.378995741216749726e-01 -3.644999999999709583e+00 1.000000000000000000e+03 -9.296603674938198765e+02 -9.402136227311350467e+02 1.116000000000000103e+00
-9.390360801424030797e+02 5.898412772108049262e-01 -3.645999999999709473e+00 1.000000000000000000e+03 -9.292207220160451016e+02 -9.397749772533603618e+02 1.314000000000000057e+00
-9.386456336448032971e+02 6.800338125191177641e-01 -3.646999999999709363e+00 1.000000000000000000e+03 -9.280295138700884081e+02 -9.385847691074036447e+02 2.000000000000000042e-02
-9.379215912055120725e+02 7.845439905037701056e-01 -3.647999999999709253e+00 1.000000000000000000e+03 -9.279813810430269996e+02 -9.385376362803422126e+02 8.679999999999999938e-01
-9.374897593226128265e+02 8.866830842946072933e-01 -3.648999999999709143e+00 1.000000000000000000e+03 -9.272879378504620718e+02 -9.378451930877772611e+02 1.260000000000000009e+00
-9.369586198113553337e+02 1.027007405891505520e+00 -3.649999999999709033e+00 1.000000000000000000e+03 -9.267513928080725236e+02 -9.373096480453876893e+02 1.401999999999999913e+00
-9.364256625816258293e+02 1.273696209240123611e+00 -3.650999999999708923e+00 1.000000000000000000e+03 -9.264327520971041849e+02 -9.369920073344194407e+02 5.800000000000000294e-02
-9.359761191185183407e+02 1.248761060319991900e+00 -3.651999999999708812e+00 1.000000000000000000e+03 -9.262600569417185170e+02 -9.368203121790337491e+02 6.560000000000000275e-01
-9.356185117220221628e+02 1.007412329969980425e+00 -3.652999999999708702e+00 1.000000000000000000e+03 -9.240104371819071503e+02 -9.345716924192223587e+02 1.219999999999999973e-01
-9.342708084512015603e+02 1.831691743032714204e+00 -3.653999999999708592e+00 1.000000000000000000e+03 -9.235662184532422998e+02 -9.341284736905574846e+02 2.300000000000000100e-01
-9.335039636271058043e+02 1.661826275869891845e+00 -3.654999999999708482e+00 1.000000000000000000e+03 -9.232346166354391244e+02 -9.337978718727542855e+02 1.153999999999999915e+00
-9.329470114537631389e+02 6.499205873334052974e-01 -3.655999999999708372e+00 1.000000000000000000e+03 -9.216196056553810649e+02 -9.321838608926963161e+02 9.199999999999999845e-02
-9.318011900552880888e+02 4.364609391516922066e-01 -3.656999999999708262e+00 1.000000000000000000e+03 -9.215596523337590043e+02 -9.321249075710742318e+02 4.020000000000000240e-01
-9.312568593031628552e+02 6.038380911354347402e-01 -3.657999999999708152e+00 1.000000000000000000e+03 -9.215418011959515070e+02 -9.321080564332667109e+02 1.443999999999999950e+00
-9.309013525445176356e+02 5.108443705901652976e-01 -3.658999999999708042e+00 1.000000000000000000e+03 -9.208676941301558827e+02 -9.314349493674710629e+02 1.447999999999999954e+00
-9.304398274663931261e+02 5.858174100065783874e-01 -3.659999999999707931e+00 1.000000000000000000e+03 -9.199445112475076485e+02 -9.305127664848228051e+02 1.497999999999999998e+00
-9.297824849298584695e+02 6.535998707144072828e-01 -3.660999999999707821e+00 1.000000000000000000e+03 -9.181863275270078475e+02 -9.287555827643230941e+02 1.157999999999999918e+00
-9.284494853323947154e+02 1.290389772629737752e+00 -3.661999999999707711e+00 1.000000000000000000e+03 -9.174369392878278404e+02 -9.280071945251430634e+02 9.699999999999999734e-01
-9.275109368527449760e+02 1.502598066390830489e+00 -3.662999999999707601e+00 1.000000000000000000e+03 -9.168330494571991949e+02 -9.274043046945143942e+02 1.320000000000000062e-01
-9.267630529637801828e+02 1.316718686818052486e+00 -3.663999999999707491e+00 1.000000000000000000e+03 -9.166898530669893717e+02 -9.272621083043045473e+02 1.967999999999999972e+00
-9.262886192273653023e+02 9.568310185214516927e-01 -3.664999999999707381e+00 1.000000000000000000e+03 -9.160275923304238859e+02 -9.266008475677390379e+02 1.798000000000000043e+00
-9.257394495786400057e+02 8.884757288398694719e-01 -3.665999999999707271e+00 1.000000000000000000e+03 -9.158888143429554702e+02 -9.264630695802707123e+02 2.620000000000000107e-01
-9.253440392525529887e+02 9.174952547504051648e-01 -3.666999999999707160e+00 1.000000000000000000e+03 -9.154095844177393246e+02 -9.259848396550545431e+02 1.685999999999999943e+00
-9.249208190061209507e+02 8.146389428565660173e-01 -3.667999999999707050e+00 1.000000000000000000e+03 -9.149705360153337779e+02 -9.255467912526489727e+02 1.729999999999999982e+00
-9.244924571895465988e+02 7.398479879292174655e-01 -3.668999999999706940e+00 1.000000000000000000e+03 -9.135707401040928062e+02 -9.241479953414079773e+02 1.338000000000000078e+00
-9.236123200913453957e+02 9.521296375018873936e-01 -3.669999999999706830e+00 1.000000000000000000e+03 -9.130359385959193332e+02 -9.236141938332345944e+02 1.526000000000000023e+00
-9.229201093428665672e+02 8.996709462349482544e-01 -3.670999999999706720e+00 1.000000000000000000e+03 -9.120830622835818531e+02 -9.226623175208970906e+02 6.099999999999999867e-01
-9.220897820745021818e+02 1.032771539958877272e+00 -3.671999999999706610e+00 1.000000000000000000e+03 -9.119490528868078627e+02 -9.225293081241230766e+02 1.262000000000000011e+00
-9.215924419316260128e+02 9.646214908657911868e-01 -3.672999999999706500e+00 1.000000000000000000e+03 -9.113261345094158514e+02 -9.219073897467310417e+02 3.559999999999999831e-01
-9.210444205516921556e+02 5.851587385070128322e-01 -3.673999999999706390e+00 1.000000000000000000e+03 -9.097566110174301457e+02 -9.203388662547453123e+02 1.510000000000000009e+00
-9.199375197716917683e+02 7.492321980831133654e-01 -3.674999999999706279e+00 1.000000000000000000e+03 -9.097247962481754939e+02 -9.203080514854907506e+02 1.880000000000000004e-01
-9.194125740147032957e+02 8.799103126084550919e-01 -3.675999999999706169e+00 1.000000000000000000e+03 -9.093893146679097299e+02 -9.199735699052249629e+02 1.528000000000000025e+00
-9.189610905260972231e+02 6.914596359027207484e-01 -3.676999999999706059e+00 1.000000000000000000e+03 -9.090307736208559390e+02 -9.196160288581711484e+02 1.887999999999999901e+00
-9.185427262402587303e+02 5.448296704816771863e-01 -3.677999999999705949e+00 1.000000000000000000e+03 -9.082068633985269344e+02 -9.187931186358421201e+02 1.112000000000000099e+00
-9.179669586014383640e+02 6.165372894613713184e-01 -3.678999999999705839e+00 1.000000000000000000e+03 -9.075552776055340019e+02 -9.181425328428491639e+02 9.499999999999999556e-01
-9.173577501914348886e+02 8.279500541070680120e-01 -3.679999999999705729e+00 1.000000000000000000e+03 -9.073409481501578284e+02 -9.179292033874730805e+02 2.220000000000000029e-01
-9.169100533845286236e+02 8.622524623399636656e-01 -3.680999999999705619e+00 1.000000000000000000e+03 -9.061322820046407287e+02 -9.167215372419559571e+02 1.723999999999999977e+00
-9.161182124031242893e+02 9.218861425630028306e-01 -3.681999999999705508e+00 1.000000000000000000e+03 -9.051603185908675187e+02 -9.157505738281827234e+02 1.981999999999999984e+00
-9.152244454656307653e+02 1.262577819451203176e+00 -3.682999999999705398e+00 1.000000000000000000e+03 -9.047786884297605638e+02 -9.153699436670757450e+02 1.633999999999999897e+00
-9.146014035008291785e+02 1.494760179920818555e+00 -3.683999999999705288e+00 1.000000000000000000e+03 -9.038114019517132647e+02 -9.144036571890284222e+02 1.836000000000000076e+00
-9.138045031572099788e+02 1.171160174117070740e+00 -3.684999999999705178e+00 1.000000000000000000e+03 -9.033996992465476978e+02 -9.139929544838629454e+02 3.800000000000000044e-01
-9.132011489555951584e+02 1.128893168161386518e+00 -3.685999999999705068e+00 1.000000000000000000e+03 -9.032736386454618014e+02 -9.138678938827770253e+02 1.806000000000000050e+00
-9.127868054174380177e+02 6.182514021932441484e-01 -3.686999999999704958e+00 1.000000000000000000e+03 -9.022248671556205863e+02 -9.128201223929357866e+02 2.999999999999999889e-02
-9.121101779784369228e+02 8.721277405102778602e-01 -3.687999999999704848e+00 1.000000000000000000e+03 -9.020789497354686546e+02 -9.126752049727838312e+02 1.318000000000000060e+00
-9.116601571798838677e+02 1.058104665280902967e+00 -3.688999999999704738e+00 1.000000000000000000e+03 -9.006103170749800029e+02 -9.112075723122951558e+02 1.014000000000000012e+00
-9.107153290181757939e+02 1.049263745847504481e+00 -3.689999999999704627e+00 1.000000000000000000e+03 -8.999135294861001739e+02 -9.105117847234154169e+02 1.449999999999999956e+00
-9.099152398205675354e+02 1.176941324527073895e+00 -3.690999999999704517e+00 1.000000000000000000e+03 -8.994050932404010155e+02 -9.100043484777162348e+02 1.106000000000000094e+00
-9.092656547526921713e+02 7.570193531233617712e-01 -3.691999999999704407e+00 1.000000000000000000e+03 -8.992721590588552090e+02 -9.098724142961704047e+02 1.237999999999999989e+00
-9.088305567805093688e+02 6.111820020743582438e-01 -3.692999999999704297e+00 1.000000000000000000e+03 -8.986699191043464907e+02 -9.092711743416616628e+02 7.820000000000000284e-01
-9.083336442087457954e+02 6.717205643705775886e-01 -3.693999999999704187e+00 1.000000000000000000e+03 -8.984237102546153437e+02 -9.090259654919304921e+02 1.044000000000000039e+00
-9.079279037257159644e+02 8.841261283563364159e-01 -3.694999999999704077e+00 1.000000000000000000e+03 -8.983763465583434709e+02 -9.089796017956587093e+02 1.374000000000000110e+00
-9.076282851516759820e+02 7.489866286580051380e-01 -3.695999999999703967e+00 1.000000000000000000e+03 -8.975885701410476258e+02 -9.081928253783628406e+02 1.064000000000000057e+00
-9.071780879283953709e+02 7.398902330663887916e-01 -3.696999999999703856e+00 1.000000000000000000e+03 -8.975581983212118757e+02 -9.081634535585270669e+02 1.360000000000000098e-01
-9.068608693515757295e+02 7.366349715443998303e-01 -3.697999999999703746e+00 1.000000000000000000e+03 -8.974707569500310456e+02 -9.080770121873462131e+02 1.489999999999999991e+00
-9.066013004388004219e+02 7.153795057196429275e-01 -3.698999999999703636e+00 1.000000000000000000e+03 -8.973071836329438611e+02 -9.079144388702591186e+02 1.532000000000000028e+00
-9.063630912880365713e+02 7.114402684283002154e-01 -3.699999999999703526e+00 1.000000000000000000e+03 -8.959957242128178905e+02 -9.066039794501331244e+02 1.819999999999999951e-01
-9.057831522698643312e+02 9.920969619008486173e-01 -3.700999999999703416e+00 1.000000000000000000e+03 -8.958015812561242228e+02 -9.064108364934394331e+02 1.620000000000000107e+00
-9.053553866151969487e+02 7.826595009114052370e-01 -3.701999999999703306e+00 1.000000000000000000e+03 -8.953576590605542833e+02 -9.059679142978694699e+02 1.874000000000000110e+00
-9.049223198389671552e+02 6.240050120381044341e-01 -3.702999999999703196e+00 1.000000000000000000e+03 -8.952888663243036262e+02 -9.059001215616187892e+02 1.711999999999999966e+00
-9.046030395083147368e+02 4.947598051022535914e-01 -3.703999999999703086e+00 1.000000000000000000e+03 -8.945351366480853130e+02 -9.051473918854005660e+02 1.036000000000000032e+00
-9.041454770607502951e+02 4.749606242536056899e-01 -3.704999999999702975e+00 1.000000000000000000e+03 -8.944379144131041812e+02 -9.050511696504194106e+02 2.800000000000000058e-02
-9.038059653048831024e+02 6.035854875055844948e-01 -3.705999999999702865e+00 1.000000000000000000e+03 -8.941598392275792548e+02 -9.047740944648944605e+02 7.000000000000000666e-02
-9.034840318853613326e+02 7.012310102068068929e-01 -3.706999999999702755e+00 1.000000000000000000e+03 -8.934946547361794273e+02 -9.041099099734946094e+02 1.842000000000000082e+00
-9.030556372607003368e+02 6.555388320573789507e-01 -3.707999999999702645e+00 1.000000000000000000e+03 -8.918761024205310832e+02 -9.024923576578462416e+02 1.054000000000000048e+00
-9.020417032778184421e+02 7.608492496422991636e-01 -3.708999999999702535e+00 1.000000000000000000e+03 -8.914937997358960047e+02 -9.021110549732112531e+02 5.819999999999999618e-01
-9.013826308581928970e+02 6.904288601802638370e-01 -3.709999999999702425e+00 1.000000000000000000e+03 -8.904578542570820900e+02 -9.010761094943973148e+02 1.743999999999999995e+00
-9.005245242685992935e+02 1.115719354479241199e+00 -3.710999999999702315e+00 1.000000000000000000e+03 -8.901873432743856256e+02 -9.008065985117008267e+02 2.379999999999999893e-01
-8.999625012734595657e+02 1.468123991769836545e+00 -3.711999999999702204e+00 1.000000000000000000e+03 -8.894467660018731294e+02 -9.000670212391883069e+02 1.612000000000000099e+00
-8.993202491439853929e+02 1.006248713914443149e+00 -3.712999999999702094e+00 1.000000000000000000e+03 -8.893005683210010375e+02 -8.999218235583161913e+02 1.983999999999999986e+00
-8.988833187937793809e+02 9.255740283077418251e-01 -3.713999999999701984e+00 1.000000000000000000e+03 -8.867589133675364792e+02 -8.973811686048517231e+02 1.671999999999999931e+00
-8.971801472315919455e+02 1.061561817473466229e+00 -3.714999999999701874e+00 1.000000000000000000e+03 -8.864166427424339645e+02 -8.970398979797491847e+02 3.320000000000000173e-01
-8.964144187060121567e+02 8.353062055187484569e-01 -3.715999999999701764e+00 1.000000000000000000e+03 -8.862183185591877645e+02 -8.968425737965029612e+02 1.977999999999999980e+00
-8.959126073895777154e+02 6.202908980307260123e-01 -3.716999999999701654e+00 1.000000000000000000e+03 -8.841472855921391556e+02 -8.947725408294543286e+02 1.308000000000000052e+00
-8.944950623354068284e+02 1.422183859288961072e+00 -3.717999999999701544e+00 1.000000000000000000e+03 -8.840669408130625015e+02 -8.946931960503776509e+02 1.191999999999999948e+00
-8.938960828968745318e+02 1.251675331317271267e+00 -3.718999999999701433e+00 1.000000000000000000e+03 -8.810101741929829586e+02 -8.916374294302981980e+02 1.368000000000000105e+00
