Teff logg R Av
3.262891373762608964e+03 4.572063356184949079e+00 5.331249119340686349e-01 1.838543565342674491e+00
3.335485260405915142e+03 4.535331177832530258e+00 5.099678927597692812e-01 1.823465689586450056e+00
3.317805701614583995e+03 4.521792421037036824e+00 5.198623975264746733e-01 1.747629922064092511e+00
3.312388742141767125e+03 4.452995786520725474e+00 5.114907049646212345e-01 1.725262833435590615e+00
3.290661727884433731e+03 4.686499071240897152e+00 5.281880325008325716e-01 1.832571018517584527e+00
3.238175684158469267e+03 4.618880897503650829e+00 5.298852465208498952e-01 1.711837303571484004e+00
3.259582733658637153e+03 4.765228704770217760e+00 5.337724461541444310e-01 1.807566519782330960e+00
3.231283641735687524e+03 4.577815555727783980e+00 5.371134354169414538e-01 1.792713157825931880e+00
3.229533703506976963e+03 4.452780682724456263e+00 5.328817493651198944e-01 1.772406842098043445e+00
3.263731482248509565e+03 4.830837769940749205e+00 5.285816343114526639e-01 1.817216348563285955e+00
3.239183178951006084e+03 4.466580658364588174e+00 5.305247891335113097e-01 1.788049032759957191e+00
3.233770561433122566e+03 4.985215066002705697e+00 5.466050083221533074e-01 1.934513443709454883e+00
3.234456983841810597e+03 4.386951557259804346e+00 5.270125342477187669e-01 1.653640831538284450e+00
3.265556349860288719e+03 4.589493488075188310e+00 5.326146831931707348e-01 1.816321799941162052e+00
3.264976945645720662e+03 4.366069353012263399e+00 5.166087570745183655e-01 1.655737464333520759e+00
3.341224646505896544e+03 4.416108327333032157e+00 5.008343646107182856e-01 1.565917786573163051e+00
3.211608342370231185e+03 4.583838673643038319e+00 5.449675192871603624e-01 1.913510603279457545e+00
3.273097033238554559e+03 4.356773819958984717e+00 5.154066500279361751e-01 1.541347990201678897e+00
3.274989102832940716e+03 4.395845564474580414e+00 5.134750777701946323e-01 1.611083093884523976e+00
3.332925753084147800e+03 4.871669538124107746e+00 5.229592614708578058e-01 1.923466051869718196e+00
3.221394267330866569e+03 4.687030308294108494e+00 5.408107788211189426e-01 1.862051803339027645e+00
3.264203819483927873e+03 4.397637245997502831e+00 5.250315108108554174e-01 1.869106488736899774e+00
3.283913233125854276e+03 4.483897558204574807e+00 5.182438605859899239e-01 1.685436956401633601e+00
3.230648968586806404e+03 4.683526607002658437e+00 5.377381900852946650e-01 1.829646724377369305e+00
3.278128244676305258e+03 4.772889479292521386e+00 5.239852565900477988e-01 1.868704700398539087e+00
3.273833339670692112e+03 4.577366891566222229e+00 5.231049080667056206e-01 1.809432141127814697e+00
3.286685066886994719e+03 4.473385354080097187e+00 5.270602863273933236e-01 1.885640326775115394e+00
3.220474475413943765e+03 4.670069943323179373e+00 5.348096109757300987e-01 1.751550084192199819e+00
3.248901579228966511e+03 4.821723972183421303e+00 5.334166422742351310e-01 1.846705792292250070e+00
3.220665856064107629e+03 4.526503749858682646e+00 5.333739861757490486e-01 1.772303359969371384e+00
3.288268388204439816e+03 4.958005550615062873e+00 5.347104304356120608e-01 1.912701709280670626e+00
3.283351691578835016e+03 4.747940280658921708e+00 5.263248184764005577e-01 1.898366930406721220e+00
3.292423576173938272e+03 4.755158491948082045e+00 5.244076620217102969e-01 1.815446471495724134e+00
3.344315611181095846e+03 4.607274636841919069e+00 5.113304450119835476e-01 1.728064942719304664e+00
3.277171338025782461e+03 4.746512088977652866e+00 5.315708487926643633e-01 1.829204638197049482e+00
3.261716359922575521e+03 4.824984455180911347e+00 5.324020173682132429e-01 1.877964313021983633e+00
3.208993808521875508e+03 4.992276869539158390e+00 5.431675594628411208e-01 1.811159175585464798e+00
3.169257043286520911e+03 4.834018551854983414e+00 5.589684423925931345e-01 2.001231490293186255e+00
3.315382125338991500e+03 4.739320721307188400e+00 5.232614039110911053e-01 1.851944128429503067e+00
3.246584501937611094e+03 4.827537286578383657e+00 5.375671574898457372e-01 1.846441403984488749e+00
3.307293822507209825e+03 4.954243669426656282e+00 5.284939914266199024e-01 1.909305999276854404e+00
3.242892928553294041e+03 4.325277188072887746e+00 5.316069637507444545e-01 1.799483697739508115e+00
3.224179621297739686e+03 4.555788210694453610e+00 5.318138099454297052e-01 1.717873073848524834e+00
3.241970223640561926e+03 4.355154463360217498e+00 5.258372860513296221e-01 1.748589961570115481e+00
3.217576870072057318e+03 4.536265714485809397e+00 5.353188323322070064e-01 1.737201509274924893e+00
3.259824931445363745e+03 4.657040380513853606e+00 5.245071973071188109e-01 1.830920065375714056e+00
3.277117640671964182e+03 4.808352570223059175e+00 5.303304320113544357e-01 1.866469519820775247e+00
3.277477273119514393e+03 4.865093418766456068e+00 5.298787434430236587e-01 1.815097039430164649e+00
3.356870880090586979e+03 4.663405776442256290e+00 5.121801800604843802e-01 1.771972061686456490e+00
3.375006686079904284e+03 4.498505810830446094e+00 5.032967738721173534e-01 1.687277276865594366e+00
3.188456069854000816e+03 4.760417855675943777e+00 5.516287639059755943e-01 1.884915950333766466e+00
3.274547274248454869e+03 4.681409033822951038e+00 5.294441657445919658e-01 1.800033254333854860e+00
3.288184206524234924e+03 4.589170039702592518e+00 5.226018013831559283e-01 1.779803944570874652e+00
3.266560464750529263e+03 4.948963856184354526e+00 5.362795132980823221e-01 1.946524454039536778e+00
3.218732417271119630e+03 4.527146785452359268e+00 5.365645575097490738e-01 1.907938713624847127e+00
3.306629482081822971e+03 4.588516536232303267e+00 5.238952112386771054e-01 1.907989924051443964e+00
3.218573243395096597e+03 4.416780122579670120e+00 5.323084397306924176e-01 1.812412179698403847e+00
3.276151163477020418e+03 5.246243834378725879e+00 5.299464813963518095e-01 1.745937916008502011e+00
3.158338187894399653e+03 4.404238837887653801e+00 5.515896286064153609e-01 1.875475158367601480e+00
3.342219212179534225e+03 4.911208525951575865e+00 5.195588947117191214e-01 1.865536657173043622e+00
3.178782474246614129e+03 4.465829455908552070e+00 5.444414875740211102e-01 1.752437270838948624e+00
3.257325658800852125e+03 4.520950717423291465e+00 5.263155297126592691e-01 1.772057604044494861e+00
3.277726812677125963e+03 4.510289413541711312e+00 5.227838104844425571e-01 1.825357182269444767e+00
3.285439689660327986e+03 4.594995947483090148e+00 5.251634872075945371e-01 1.802664673464638323e+00
3.247314039212225907e+03 4.636683992590988623e+00 5.257430276943447778e-01 1.715836536333968043e+00
3.311370148861563848e+03 4.564183224107871695e+00 5.254259836091208502e-01 1.905489407893207865e+00
3.365600263631662528e+03 4.667341340557133123e+00 5.101430328918066248e-01 1.799208790041264994e+00
3.235177355796130541e+03 4.403240752170480832e+00 5.308357521703621629e-01 1.783321893761551813e+00
3.199995583974879082e+03 4.718712882427444910e+00 5.424641246732105904e-01 1.887970716701493634e+00
3.143441046125401954e+03 4.861849452522047699e+00 5.614836681553698750e-01 1.899417213029362284e+00
3.296785689322154212e+03 4.497313240444586135e+00 5.273007734031692761e-01 1.902633465554932846e+00
3.186782989135171192e+03 4.858818716021087170e+00 5.430959828511716658e-01 1.805661567749389240e+00
3.252886032886473913e+03 4.627268010359752992e+00 5.293780908656202655e-01 1.731649869777989181e+00
3.289932368218879219e+03 4.839695225245130850e+00 5.231606060454253582e-01 1.827274004640274008e+00
3.339608595671780677e+03 4.506856580171179516e+00 5.115306873972038648e-01 1.715086380390937526e+00
3.256066481001346801e+03 4.694008675452487012e+00 5.327635980684134465e-01 1.896168939057626179e+00
3.253708709886267570e+03 4.981952214990639227e+00 5.329610448921600074e-01 1.873828205314691076e+00
3.257331358517586978e+03 4.928904920413161861e+00 5.401159288366347289e-01 1.961314860108551272e+00
3.277385776764564071e+03 4.763851400715119588e+00 5.237077656989314045e-01 1.808537202707708458e+00
3.264417590182145432e+03 4.616757854445650899e+00 5.307692026106494154e-01 1.881071898902708650e+00
3.270641154581681803e+03 4.715805420839870976e+00 5.259698385680290356e-01 1.830698331904350384e+00
3.268111277913445520e+03 4.798552225156566209e+00 5.273012790593116783e-01 1.807803400275230565e+00
3.241661369949899381e+03 4.532862059373877095e+00 5.317807947042095806e-01 1.754458070474538722e+00
3.212078713732269989e+03 4.919891414171734922e+00 5.474642516960476213e-01 1.875453900516470762e+00
3.252831971389730825e+03 4.743148951607126129e+00 5.348488676138312137e-01 1.819700702512098811e+00
3.317641542287627090e+03 4.691139416481216351e+00 5.216132055701496739e-01 1.898641738499296849e+00
3.284897164627386701e+03 4.672419088428646283e+00 5.202540840634872765e-01 1.736710396358966735e+00
3.277577794211147193e+03 4.345455681791259295e+00 5.220728970670049929e-01 1.771419238882457670e+00
3.307311975844356311e+03 4.687050687023811335e+00 5.233195778370326456e-01 1.821658592050713565e+00
3.316167039135590130e+03 4.691787886802750052e+00 5.256431071847479375e-01 1.896947631923930011e+00
3.252646923902332674e+03 4.657625832593062398e+00 5.308435834945388621e-01 1.757254154474835239e+00
3.232998755110827915e+03 4.778307650045179322e+00 5.432950902615175659e-01 1.998059177168140632e+00
3.318875416931624386e+03 4.695784523202676475e+00 5.145807422279702337e-01 1.768130459107938535e+00
3.332293422470472251e+03 4.844416995156532124e+00 5.172976997650214903e-01 1.869053497180458434e+00
3.289143583650085020e+03 4.683654511321879710e+00 5.300757570328450408e-01 1.875905302939564478e+00
3.256888723671214393e+03 4.335408095062843081e+00 5.178492451638055938e-01 1.616497769661954464e+00
3.323193731740700059e+03 4.695352798179234455e+00 5.210496866234094471e-01 1.900761589137177410e+00
3.273649566311092713e+03 4.433722193835889058e+00 5.206517538214572305e-01 1.760788698798017915e+00
3.323890360256224085e+03 4.585996723307989242e+00 5.139470544682334108e-01 1.776463797690958968e+00
3.175706815590070619e+03 4.745465148044372583e+00 5.464080279713595667e-01 1.792945333744819791e+00
3.235937892849297441e+03 4.772954491953380618e+00 5.369498680637985188e-01 1.802225406538884522e+00
3.219789543110214709e+03 4.601732603994591386e+00 5.389773132310351489e-01 1.818851445694827262e+00
3.261891993133065625e+03 4.782079105575192557e+00 5.361540868862962883e-01 2.000396824720688027e+00
3.221665673431658433e+03 4.584156835177277678e+00 5.416256632341924782e-01 1.839178604888548563e+00
3.279388222346421571e+03 4.525163665207085018e+00 5.258973616706315024e-01 1.797185333681882824e+00
3.282982314194056926e+03 4.710766382692426646e+00 5.287751631481109049e-01 1.861641837333191329e+00
3.279474398400530845e+03 4.613250728535745360e+00 5.278472605943367313e-01 1.787650357855754102e+00
3.224494770298085768e+03 4.651208136732523535e+00 5.351458336640377844e-01 1.851765215096934591e+00
3.255380058750484750e+03 4.463850868937651484e+00 5.330528030877208501e-01 1.834808784975017204e+00
3.275822353040400230e+03 4.983462779046472058e+00 5.333708959602780908e-01 1.889643806576204454e+00
3.337796913838573801e+03 4.654254169961015819e+00 5.160580195684282279e-01 1.835233002702838290e+00
3.363039607448720290e+03 4.486251777094008908e+00 4.984919247503286632e-01 1.649684558325610340e+00
3.331955379785881632e+03 4.973392825677906082e+00 5.201842922342300168e-01 1.878187139524573057e+00
3.277734057154244965e+03 4.194147352986341559e+00 5.115858677533112742e-01 1.656082557419102708e+00
3.193940094081077405e+03 4.644756739844624782e+00 5.468848688561219751e-01 1.863974970115287455e+00
3.206773375394973755e+03 4.525505478976073803e+00 5.413046702470025728e-01 1.857924973757828502e+00
3.346648799583280834e+03 4.533663584561768545e+00 5.053213450937864559e-01 1.668579050209202386e+00
3.226766573930833147e+03 4.440103704797440543e+00 5.255095519236934187e-01 1.731152334678727422e+00
3.224179621297739686e+03 4.555788210694453610e+00 5.318138099454297052e-01 1.717873073848524834e+00
3.263462036474605611e+03 4.691400214918584055e+00 5.260414799710917411e-01 1.783452566677126372e+00
3.231246001884558609e+03 4.434557019896969265e+00 5.268783335390569977e-01 1.747082878207259826e+00
3.256006844686166005e+03 4.402995041790320307e+00 5.237050187039202775e-01 1.765712493898466962e+00
3.215825292971644103e+03 4.475823391749891300e+00 5.328464815001594523e-01 1.731850872255410234e+00
3.326348520744628331e+03 4.480478595324244750e+00 5.117494104471816962e-01 1.756170989085580114e+00
3.208227847275747536e+03 4.877632652487188913e+00 5.434439191247131262e-01 1.825536677677145114e+00
3.254763236587858046e+03 5.155001495675095136e+00 5.309625396714394707e-01 1.768354219894427981e+00
3.225834396933644257e+03 4.557504573411492288e+00 5.353369342267593201e-01 1.889227449578662954e+00
3.337491554094210187e+03 4.724458479432755986e+00 5.143951825185977267e-01 1.775086243361224003e+00
3.326995092717287662e+03 4.872230007695590004e+00 5.212837209071439215e-01 1.844272692750354770e+00
3.286431920375041955e+03 4.445585554122109428e+00 5.178031650366161642e-01 1.731842495140966109e+00
3.209278904237001370e+03 4.801484181440252463e+00 5.417621947406735528e-01 1.862694235005312837e+00
3.221621749294986785e+03 4.660230903927887525e+00 5.476609810737760320e-01 1.941974216464767977e+00
3.315999603155152727e+03 4.494800154793096247e+00 5.077656796303707809e-01 1.723030323214420401e+00
3.284897164627386701e+03 4.672419088428646283e+00 5.202540840634872765e-01 1.736710396358966735e+00
3.320627535517321121e+03 4.705229081150478443e+00 5.160240616406573944e-01 1.748816774641275273e+00
3.320168950145671261e+03 4.731306001019924601e+00 5.213987475954794393e-01 1.880918627750906236e+00
3.346756536000457800e+03 4.692344504400729477e+00 5.171935558067367600e-01 1.857885547670668824e+00
3.294077829286333326e+03 4.669095322668834314e+00 5.264167206180885294e-01 1.878903665659457323e+00
3.340172444374160477e+03 4.558966260731155629e+00 5.066435648768187194e-01 1.688471549344923162e+00
3.306450759903906601e+03 4.521421827333917953e+00 5.187475401171731670e-01 1.802727247252470466e+00
3.311613052330498249e+03 4.659974434737667259e+00 5.240284284654621594e-01 1.889150243755316261e+00
3.274104126511405866e+03 4.696792329614764228e+00 5.234413109748092818e-01 1.735042533596206304e+00
3.257945824803517553e+03 4.602710341200290323e+00 5.290544914444346158e-01 1.830015379534564390e+00
3.354445715292611567e+03 4.863476652728497385e+00 5.215857860911580213e-01 1.993884090039772516e+00
3.322322373125989543e+03 4.608605525200321296e+00 5.160789965321106454e-01 1.796445772923587203e+00
3.276318291029947432e+03 4.471236108201539494e+00 5.245119332198761031e-01 1.803378994106072941e+00
3.363530463091336060e+03 4.675192899284188464e+00 5.111842283320707780e-01 1.831136142148897861e+00
3.266582873287685743e+03 4.660943088695313818e+00 5.313751712430410112e-01 1.834005866574187626e+00
3.294154858136468192e+03 4.734256743432181835e+00 5.171288740179786902e-01 1.705663412125040690e+00
3.291673450155311457e+03 4.963127696316551152e+00 5.339780603107112666e-01 1.873597195116686320e+00
3.287880899018822674e+03 4.693396548965818482e+00 5.316196820288878744e-01 1.931058882687819445e+00
3.221050157576928541e+03 4.856851510654325743e+00 5.377085677748452142e-01 1.837796491772246688e+00
3.281946189321323800e+03 4.409151374515619892e+00 5.177358842405205275e-01 1.700397825588616518e+00
3.329957277639584390e+03 4.560950661306129916e+00 5.135400375776072446e-01 1.782957981292523808e+00
3.311827740759417793e+03 4.781341300273320272e+00 5.243620165734939054e-01 1.824944252919714405e+00
3.305019919832651794e+03 4.614111245884659596e+00 5.277871879468346572e-01 1.861800004843796152e+00
3.148187387030677655e+03 4.893316604843726658e+00 5.600543914436991733e-01 1.939797535075886481e+00
3.252671903531538192e+03 4.581576445024218458e+00 5.356604518189541642e-01 1.811643560477244730e+00
3.345084854033643296e+03 4.599476111591168426e+00 5.100856401407903862e-01 1.798762118117361197e+00
3.211061030197045966e+03 4.739294066241021675e+00 5.425404855156975570e-01 1.820234748648946965e+00
3.308256150033112135e+03 4.548419831164071780e+00 5.207866392987624549e-01 1.772528789491471635e+00
3.325497409224260082e+03 4.756262964752897560e+00 5.111866284322875709e-01 1.756982391294831247e+00
3.208169462335041771e+03 4.748135563510313517e+00 5.395166103266397783e-01 1.874943796886230363e+00
3.326012342043695753e+03 4.841372273306268958e+00 5.224870264217175153e-01 1.911643030454569292e+00
3.209569411208963174e+03 4.923450853021566154e+00 5.455775244729101914e-01 1.868907083793563073e+00
3.273720984146455066e+03 4.434151551346127818e+00 5.171664914290481363e-01 1.653787052885085096e+00
3.304115041929021572e+03 4.906644760395357352e+00 5.183119385462457984e-01 1.826731411906662661e+00
3.275476275683281528e+03 4.647166095115871975e+00 5.260753714268880943e-01 1.828764370770910919e+00
3.287539258457883079e+03 4.593921957821555324e+00 5.210155069541259065e-01 1.703070992579727383e+00
3.325497409224260082e+03 4.756262964752897560e+00 5.111866284322875709e-01 1.756982391294831247e+00
3.294643795756426698e+03 4.654614539449173805e+00 5.207520919619023081e-01 1.786112441170986331e+00
3.208930127766618170e+03 4.743690154168314521e+00 5.410166703481583683e-01 1.836680493844425666e+00
3.279950418272659590e+03 4.706792272456507220e+00 5.237758720807225155e-01 1.810352892947519443e+00
3.308005764437519247e+03 4.598597531985388898e+00 5.166434266883309645e-01 1.740699950550083086e+00
3.284939889695600868e+03 4.438571186420197989e+00 5.234794422873081388e-01 1.744273009683210640e+00
3.346498899685432661e+03 4.699408809765785122e+00 5.126333984097192209e-01 1.855405881162581316e+00
3.252886032886473913e+03 4.627268010359752992e+00 5.293780908656202655e-01 1.731649869777989181e+00
3.307971265830368338e+03 4.780705310168681166e+00 5.221723124264205929e-01 1.855819909270400858e+00
3.346691718065586429e+03 4.645111970661083056e+00 5.143259129569555110e-01 1.875455608559917220e+00
3.304168129355961355e+03 4.551071549152786666e+00 5.202014491779159977e-01 1.707529813715574551e+00
3.320168950145671261e+03 4.731306001019924601e+00 5.213987475954794393e-01 1.880918627750906236e+00
3.273284936444249979e+03 4.784901705036959996e+00 5.286248029666275050e-01 1.857692823865517484e+00
3.305668884148227335e+03 4.491513804727032877e+00 5.092251839035747407e-01 1.603586191502150538e+00
3.327427597257495108e+03 4.460283146201072135e+00 5.108431369939507860e-01 1.654106797476320168e+00
3.302184439521962304e+03 4.736960813395253211e+00 5.251153401291350775e-01 1.867354560650582807e+00
3.284505797234185593e+03 4.568418467401291316e+00 5.236919099344098383e-01 1.877603662025654430e+00
3.312022062213104618e+03 4.648675993939772155e+00 5.223875974879594875e-01 1.889317775949305167e+00
3.186870192630733072e+03 4.674921115162042007e+00 5.460431298173307191e-01 1.884108785706574141e+00
3.249557858196626057e+03 4.556104661005878853e+00 5.301414441064203897e-01 1.818239169437091629e+00
3.270712109985675852e+03 4.998977996671231772e+00 5.229770623648694050e-01 1.790165789818870534e+00
3.265394459717755126e+03 4.419975356212171747e+00 5.252204015314050345e-01 1.771519763804699998e+00
3.295325754361077088e+03 4.490774329474511717e+00 5.214494075252971150e-01 1.834844460620958184e+00
3.303690003286898900e+03 4.790274738068591276e+00 5.187596644181853289e-01 1.825507724977430746e+00
3.285204529023449595e+03 4.508992667499885698e+00 5.185188180340325470e-01 1.746545384611290608e+00
3.327651814351635949e+03 4.873770470131075783e+00 5.139288566053045182e-01 1.749913215832228586e+00
3.289701587219120483e+03 4.609347849423071075e+00 5.200162837339947774e-01 1.803857442220777374e+00
3.220067888494638282e+03 4.844731754053994699e+00 5.326369677826735538e-01 1.754919172374157288e+00
3.223692912400947080e+03 4.730310188636616786e+00 5.437735340019941299e-01 1.848489674364024671e+00
3.188456069854000816e+03 4.760417855675943777e+00 5.516287639059755943e-01 1.884915950333766466e+00
3.270417703991009148e+03 4.464864918797226245e+00 5.152428329732980927e-01 1.663759884364876873e+00
3.262741608513119900e+03 4.376402324905103391e+00 5.203576618854897085e-01 1.636866973851283547e+00
3.298545244810875374e+03 4.811406796038978584e+00 5.232890421155784733e-01 1.791865041311951012e+00
3.294694767260698427e+03 4.445157895652050328e+00 5.210812825858883723e-01 1.818642273452906410e+00
3.241960487957960595e+03 4.505547485165068977e+00 5.304599998091160673e-01 1.782658880257634637e+00
3.289527246731854575e+03 4.451096446304102727e+00 5.193224082576284317e-01 1.717703865900211957e+00
3.247163302786191707e+03 4.716834360914047508e+00 5.258621054086045632e-01 1.781023556263001684e+00
3.275417342782895503e+03 4.686957654716424670e+00 5.259783037894623092e-01 1.757165504401499323e+00
3.329783391910254068e+03 4.617297313214175247e+00 5.154120758717822826e-01 1.774608311985399478e+00
3.258497271248947072e+03 4.781418329143696688e+00 5.337274837971498487e-01 1.865941803187567194e+00
3.206527747439114592e+03 5.007195301100594520e+00 5.363185121024554025e-01 1.729652249860895497e+00
3.304467855475200395e+03 4.722036373647947372e+00 5.222320973498593144e-01 1.782036188570673918e+00
3.167341108174488909e+03 4.866230181514040076e+00 5.508366864315423772e-01 1.819953668392133128e+00
3.289407918419170983e+03 4.745466240936861979e+00 5.192037490179006731e-01 1.761652900450850767e+00
3.260488073670127051e+03 4.808231891830784477e+00 5.288924989439340862e-01 1.811258110738262594e+00
3.250600897683096264e+03 4.616005442441432294e+00 5.231730822204614384e-01 1.737819398937406667e+00
3.237808633696822199e+03 4.525131921327513851e+00 5.317319819858475904e-01 1.782792648689041748e+00
3.293954895718508396e+03 5.012133175906152260e+00 5.256621628723335826e-01 1.924677333297080351e+00
3.271694766567691659e+03 4.768865417777097271e+00 5.299414750543903763e-01 1.851926553458126401e+00
3.269787283848976585e+03 4.451618577033832125e+00 5.199728745196298130e-01 1.726819496466438508e+00
3.261179566603900184e+03 4.736039773843307543e+00 5.302312950887740906e-01 1.815110006287228073e+00
3.227087308914557070e+03 4.708593607832889383e+00 5.450299181565242401e-01 1.914464468578667367e+00
3.282830036219708290e+03 4.645673968959378008e+00 5.243579698609223128e-01 1.741524937736398382e+00
3.376687679282272256e+03 4.629257865943804617e+00 5.035514242125052053e-01 1.751627243777177600e+00
3.258861214129642121e+03 4.618668499764159385e+00 5.252787842257610196e-01 1.712136610385653679e+00
3.261584766542198849e+03 4.776451845382352346e+00 5.332497538282610083e-01 1.794300574192126740e+00
3.305227170297643170e+03 4.458659553287692034e+00 5.228361310669703554e-01 1.854108661712164707e+00
3.254862833709719325e+03 4.454188727235188772e+00 5.302285350395177232e-01 1.855275412527844781e+00
3.287747357708427899e+03 5.001782622327509920e+00 5.360571191399480240e-01 1.954994524079927132e+00
3.306633070546200088e+03 4.677036507525372144e+00 5.220325219069545941e-01 1.864538754098403750e+00
3.314145163562537164e+03 4.681648394629391419e+00 5.199757876090788100e-01 1.775614265347122078e+00
3.314092558560689213e+03 4.547407060027929049e+00 5.128196875579945635e-01 1.771997118018241668e+00
3.262179078480383396e+03 5.085301583796249858e+00 5.328671454600426571e-01 1.846436451905121290e+00
3.275998178817166263e+03 4.336973840310425210e+00 5.147574584658667352e-01 1.687703501234451231e+00
3.314045921770749374e+03 4.516014553868879844e+00 5.182359080175521493e-01 1.843552484723828933e+00
3.231601936731184651e+03 4.731526858687872483e+00 5.367444826224958554e-01 1.882904992676670330e+00
3.318589452739441640e+03 4.447189101218761209e+00 5.068879473668443936e-01 1.686184176809023327e+00
3.247511979133052137e+03 4.545908988153279040e+00 5.351347583268887265e-01 1.932331684887138579e+00
3.252240029561789470e+03 4.612952307694547116e+00 5.307701266090474324e-01 1.770237516086587970e+00
3.316003890152064287e+03 4.489785360473683262e+00 5.095115587151627379e-01 1.659154984762743368e+00
3.359839858796445696e+03 4.480683061896790775e+00 5.053503000920961385e-01 1.697296932412184267e+00
3.238168348637649160e+03 4.405747789772449963e+00 5.317945052883094048e-01 1.753554474273675279e+00
3.292403070622729047e+03 4.756310168472161592e+00 5.235508766147654036e-01 1.876232017746469083e+00
3.294981835991550270e+03 4.620608830071226691e+00 5.203655537367090078e-01 1.884612002597516378e+00
3.277409594341605043e+03 4.538882288649539021e+00 5.282370712457263862e-01 1.897134544318384908e+00
3.289685320241565933e+03 4.816416890013844210e+00 5.243694089587885854e-01 1.871593126892929559e+00
3.293702009846221699e+03 4.740152252910375452e+00 5.250180358506352229e-01 1.805012518066920535e+00
3.229627906277401507e+03 4.571264232904587388e+00 5.335296941377553059e-01 1.823378980554739792e+00
3.279153550252804052e+03 4.759644062319630109e+00 5.314180613121738395e-01 1.939705892384334440e+00
3.260734496060691981e+03 4.933647201829527873e+00 5.398553892318298519e-01 1.901540906528870867e+00
3.267319754225088673e+03 4.564893066096776586e+00 5.334636054303439900e-01 1.944691496955772925e+00
3.276403004205141769e+03 4.653626452051406126e+00 5.288678009450913375e-01 1.835273706776365810e+00
3.239960989306119700e+03 4.629351057157098381e+00 5.272492329582462167e-01 1.714484216858218391e+00
3.309611140136987160e+03 4.826844088386762266e+00 5.245054422650657910e-01 1.910799324214279338e+00
3.322209475962759370e+03 4.668932431248540738e+00 5.162073187914277828e-01 1.841459292917543955e+00
3.283963100336022308e+03 4.485358316982546611e+00 5.177277166984314283e-01 1.676013508590370460e+00
3.283043204735448853e+03 4.440401539316795265e+00 5.169365874934189753e-01 1.739303956719306044e+00
3.281094939932361740e+03 4.486828676153772122e+00 5.256054159563484651e-01 1.815905351583678939e+00
3.265117783399191467e+03 4.663140213143185164e+00 5.301612901068769590e-01 1.779848794997009653e+00
3.216403447388172481e+03 4.807986650780846638e+00 5.501890534256159704e-01 1.964401807722868210e+00
3.303241091252534716e+03 4.626346070253989140e+00 5.210933731646300027e-01 1.835984913584140843e+00
3.238767631553991123e+03 4.621274551879330339e+00 5.324182985035645910e-01 1.759869685610325973e+00
3.308464509806305614e+03 4.534850625592292239e+00 5.181478304708394544e-01 1.778411221533599207e+00
3.308643123539515273e+03 4.756585762007663476e+00 5.214338340674923300e-01 1.901818590296288969e+00
3.315757957023623931e+03 4.770058437118967376e+00 5.202197146896058166e-01 1.810036244424290119e+00
3.230887563564814627e+03 4.730410954847370064e+00 5.388242372191690555e-01 1.847726382311739357e+00
3.246617409163994125e+03 4.479414736762595162e+00 5.279307614406997251e-01 1.811519021676714747e+00
3.267465226008474929e+03 4.539165307087100310e+00 5.254032507619570413e-01 1.769014900693460124e+00
3.249037359397001183e+03 4.538392142509040994e+00 5.255070095855465251e-01 1.747997039445720713e+00
3.312388742141767125e+03 4.452995786520725474e+00 5.114907049646212345e-01 1.725262833435590615e+00
3.243270579257368809e+03 4.709699706363162264e+00 5.373959437070857659e-01 1.871625164557333187e+00
3.278396099394840348e+03 4.905512522515760310e+00 5.347453859648493291e-01 1.920913507313881663e+00
3.221114438708967100e+03 4.846505934864396181e+00 5.481253164604821260e-01 2.039064154028054521e+00
3.206589087083794766e+03 4.725838564669157194e+00 5.418429714436343581e-01 1.902138049937518005e+00
3.205356282950819150e+03 4.590708826952289101e+00 5.444570502278414104e-01 1.823130446361420187e+00
3.206284601488866429e+03 4.678161139806337410e+00 5.418854007991962263e-01 1.794984562699546427e+00
3.373593648484230471e+03 4.455418196213832616e+00 5.008749519477051493e-01 1.630095138694632073e+00
3.280743985025507754e+03 4.665995366804224886e+00 5.293443282032516128e-01 1.861083102023101343e+00
3.272107304155020756e+03 4.307872600284621711e+00 5.116756381654175012e-01 1.544713728210340253e+00
3.297651993984814908e+03 5.044716145817782049e+00 5.293571210084440093e-01 1.917730866076379659e+00
3.244593902437206452e+03 4.543266339655755992e+00 5.317823631841522847e-01 1.781802076790998779e+00
3.248829917869677956e+03 4.538470328084372341e+00 5.352184894673559512e-01 1.898219673090779214e+00
3.252539890240343993e+03 4.999454661398204713e+00 5.333561262757338106e-01 1.831580809578626123e+00
3.253703076706693537e+03 4.635757541105852475e+00 5.305619949600332008e-01 1.861429182897752721e+00
3.266324512692208373e+03 4.440194465412139024e+00 5.208993700512364322e-01 1.729950624441381812e+00
3.282034863360439431e+03 4.691615413962691328e+00 5.230974501902773133e-01 1.775875348645307383e+00
3.286025307382056781e+03 4.913164394194329709e+00 5.329639604412045317e-01 1.914702840484973745e+00
3.346756536000457800e+03 4.692344504400729477e+00 5.171935558067367600e-01 1.857885547670668824e+00
3.201483745437361904e+03 4.436323334790029271e+00 5.366042334834999483e-01 1.798822363844482464e+00
3.287539258457883079e+03 4.593921957821555324e+00 5.210155069541259065e-01 1.703070992579727383e+00
3.275244931878490206e+03 4.570975533163624149e+00 5.287084509499274665e-01 1.872046581224295680e+00
3.228213774222380835e+03 4.793600649562657523e+00 5.391222918737450520e-01 1.848103619130001984e+00
