Teff logg R Av
3.343694532712760520e+03 4.615131598801812451e+00 5.070713583035413308e-01 1.692833337276577810e+00
3.332613356680034485e+03 4.657857825993318102e+00 5.239161523046976798e-01 1.911491744865068343e+00
3.167747668402004820e+03 4.750613117065558555e+00 5.478149624486895464e-01 1.789626892552478310e+00
3.198603486181315020e+03 4.418680722021301577e+00 5.394526374692785176e-01 1.775184327375595172e+00
3.218271816940946337e+03 4.873229652398737954e+00 5.460790753826541000e-01 1.978491146291391889e+00
3.188978172638643628e+03 4.934267362425154957e+00 5.586006934016911618e-01 1.948673829624028908e+00
3.256207803210194015e+03 4.936704833780931168e+00 5.323171609487576950e-01 1.860601359681345990e+00
3.295986107422128043e+03 4.789795387243129809e+00 5.183962840840078412e-01 1.822980827628728040e+00
3.249254772054344357e+03 5.054299674372005668e+00 5.447129499483728265e-01 1.992569159856853567e+00
3.183642762629070148e+03 4.886637571394435220e+00 5.398873699563964124e-01 1.718475271394370507e+00
3.340170678968126595e+03 4.764225702720128908e+00 5.205505108977700468e-01 1.812754128763446992e+00
3.290323061500147105e+03 4.707039918311381577e+00 5.185635517669692218e-01 1.745680514411904527e+00
3.230758484025530379e+03 4.785362735672109125e+00 5.467013737348297431e-01 1.936863994873151196e+00
3.210400543722028942e+03 5.030456598028756332e+00 5.453004724639762824e-01 1.854351932354068033e+00
3.252334136269595092e+03 4.737683741328583054e+00 5.424953212421869120e-01 1.983280664032706309e+00
3.248804771089960013e+03 4.544903543177191807e+00 5.289935712225560804e-01 1.831537471829868036e+00
3.270466748474143060e+03 4.620765310389638891e+00 5.285193012462632289e-01 1.799336605018462487e+00
3.161170739557441721e+03 4.482667792610563140e+00 5.535523029760197611e-01 1.955969051974300488e+00
3.230008129452757203e+03 4.563067683532866070e+00 5.344789632933023560e-01 1.770630112500313436e+00
3.230169072051133753e+03 4.720936905722423305e+00 5.431525656581884798e-01 1.855991209210332338e+00
3.178940183886847990e+03 4.659376073924864414e+00 5.425989497116275873e-01 1.807144729440568032e+00
3.291174563886321266e+03 4.527067088567102715e+00 5.198719399302892397e-01 1.699482615125003537e+00
3.316113510893159855e+03 4.950237823346396837e+00 5.197972579310515817e-01 1.846618766201892470e+00
3.289974206301763843e+03 4.433686631430516556e+00 5.199481181574703292e-01 1.768119329430404729e+00
3.251558736965503613e+03 4.973386347632996696e+00 5.364283039274826415e-01 1.823736899906603037e+00
3.233125910788929104e+03 4.543860334512073607e+00 5.311464987184369990e-01 1.761276659551783697e+00
3.257211614671949974e+03 4.355113921245904685e+00 5.126925779674185168e-01 1.540929112992551087e+00
3.225859832734834526e+03 4.491460874169542095e+00 5.276742176673132612e-01 1.732312319950256363e+00
3.387398420550709943e+03 4.629970088845348997e+00 5.075149939095895402e-01 1.803407550208224741e+00
3.277415035893504864e+03 4.522366209585161556e+00 5.256232825549455034e-01 1.835539566390379740e+00
3.298829727637744327e+03 4.412540207282237503e+00 5.161861068224323779e-01 1.717045006086572956e+00
3.290959808203430839e+03 4.537698924751737195e+00 5.149160829260582828e-01 1.714082775489965016e+00
3.347820875800123758e+03 4.339548670869469937e+00 5.003975580335331408e-01 1.640131934908418687e+00
3.302975962862594770e+03 4.692896736702971694e+00 5.161988023178104568e-01 1.747577807399830263e+00
3.302763150285836673e+03 4.519590562067828721e+00 5.213930953528082002e-01 1.869187233641213641e+00
3.275416336454720295e+03 4.507932744453173157e+00 5.157392553245696565e-01 1.590687686162111314e+00
3.379684934487730061e+03 4.905966291358489606e+00 5.158956136499326384e-01 1.959599957232717848e+00
3.272602108136076822e+03 4.979974448846940405e+00 5.361921909955490451e-01 1.857405154432207883e+00
3.215163841590412176e+03 4.442967629237414506e+00 5.336972203726921826e-01 1.781554446357252797e+00
3.309997356451307496e+03 4.602121242297142700e+00 5.175784981764394166e-01 1.836867983554332895e+00
3.281569902482587622e+03 4.469215897493368672e+00 5.196954280423353723e-01 1.801794668202429728e+00
3.253277151911480360e+03 4.500091945703218244e+00 5.261174345340973169e-01 1.830957075491921104e+00
3.294641163394309842e+03 4.475304591693671341e+00 5.232037160216905791e-01 1.837692158859220992e+00
3.257203324821143724e+03 4.643930809964803785e+00 5.293816626398711866e-01 1.847839538273933213e+00
3.234250545951746062e+03 4.845483546003750419e+00 5.281814728178131357e-01 1.771541771724308933e+00
3.291630068545595350e+03 4.450173876667905759e+00 5.176791871552041124e-01 1.751841814573806611e+00
3.241064536514038082e+03 4.458942208473102298e+00 5.277152330493870558e-01 1.766681723723775299e+00
3.218271816940946337e+03 4.873229652398737954e+00 5.460790753826541000e-01 1.978491146291391889e+00
3.336216537728712865e+03 4.568184766624129090e+00 5.067640256476798610e-01 1.717769038913002699e+00
3.276304352592310352e+03 4.585175562094294222e+00 5.233751989524921822e-01 1.804054681823001882e+00
3.276766184266022719e+03 4.586792505427121469e+00 5.195666773602162225e-01 1.812196055969266251e+00
3.290362849525285128e+03 4.643329419728179808e+00 5.231893467111671248e-01 1.824494370874495619e+00
3.221936408968485011e+03 4.439850259433556268e+00 5.308380775129124540e-01 1.730600042597483013e+00
3.246033700910782500e+03 4.797262835282048776e+00 5.346221527065772028e-01 1.876679816050106364e+00
3.288007268728089912e+03 4.660908834033489434e+00 5.245697870304183441e-01 1.830898190862100261e+00
3.323434250870393043e+03 4.473536304006474396e+00 5.097448340998876892e-01 1.735983910192382629e+00
3.317263792273383842e+03 4.674467127589291060e+00 5.137500295410424300e-01 1.760769427348464200e+00
3.231708902993121228e+03 4.532986811843870534e+00 5.382763770769016798e-01 1.843284863762304049e+00
3.303309014341294642e+03 4.525565112115147670e+00 5.191880282794236745e-01 1.797542333057871256e+00
3.293224420337894117e+03 5.040727008395492703e+00 5.321423004947506419e-01 1.892118736613443097e+00
3.258510301778543180e+03 4.626653186976144028e+00 5.366802660121009483e-01 1.896236930616621796e+00
3.245255944755548626e+03 4.776348630067347223e+00 5.308104277595945275e-01 1.754905461557374258e+00
3.212078713732269989e+03 4.919891414171734922e+00 5.474642516960476213e-01 1.875453900516470762e+00
3.249397108741417014e+03 4.703564939675381140e+00 5.328803410688167652e-01 1.846295002251776118e+00
3.346498899685432661e+03 4.699408809765785122e+00 5.126333984097192209e-01 1.855405881162581316e+00
3.290210800878545342e+03 4.735610942014942815e+00 5.251619424096174438e-01 1.757584927038722711e+00
3.223089036260285866e+03 4.599327582591680397e+00 5.355497585417308137e-01 1.805421966766881603e+00
3.287912356242211899e+03 4.522784068095126564e+00 5.214394612778351368e-01 1.762573235677167505e+00
3.304897993955879429e+03 4.517966113144755269e+00 5.093408170485187458e-01 1.632737185855129614e+00
3.294417478883015974e+03 4.530573792135045963e+00 5.151961715641372175e-01 1.770613065448355394e+00
3.311969021342823908e+03 4.534432248445133595e+00 5.118376791251993962e-01 1.753786288746149724e+00
3.179983200890012995e+03 4.978065565403350767e+00 5.555333348762399037e-01 1.894888240221590081e+00
3.218853945377985383e+03 4.995614517954685141e+00 5.434412160835935257e-01 1.785293662650978330e+00
3.256627494539179679e+03 4.602230625095717897e+00 5.297267604372839500e-01 1.899116017714570503e+00
3.256019444566401035e+03 4.601404642148763102e+00 5.324595861776997285e-01 1.843797037781231607e+00
3.205043646771058320e+03 4.672401551829324262e+00 5.421094264045487332e-01 1.920711183221397222e+00
3.221059120801212885e+03 4.892240988121082879e+00 5.475573896363253867e-01 1.982704254101559593e+00
3.273636668640656808e+03 4.447229567850248699e+00 5.212950674517178307e-01 1.771156673435977380e+00
3.215680879137981719e+03 4.718806529364338864e+00 5.384524774255259327e-01 1.786023321234236239e+00
3.255393694359144320e+03 4.584724202147180350e+00 5.297012451975945391e-01 1.744447220203640958e+00
3.256215350863901222e+03 4.922812545928795913e+00 5.312008795808611517e-01 1.831356149427676883e+00
3.221936408968485011e+03 4.439850259433556268e+00 5.308380775129124540e-01 1.730600042597483013e+00
3.249396698810594444e+03 4.732778111558733514e+00 5.352899906941691599e-01 1.846902667697992051e+00
3.201520682436157585e+03 4.495815494508943466e+00 5.396464611737552541e-01 1.807594137665302858e+00
3.297248341959643767e+03 4.364927661905834810e+00 5.067786620648836449e-01 1.628441672883547131e+00
3.267179107966082483e+03 4.591624315597483630e+00 5.268656895287968656e-01 1.740477964889081131e+00
3.322165389361338384e+03 4.734644019232042922e+00 5.146841374976690586e-01 1.857318724732310633e+00
3.211749277730014455e+03 4.584337194894325229e+00 5.472927727069690773e-01 1.893781932183218109e+00
3.255990456278906095e+03 4.635219009592253414e+00 5.338005090233646222e-01 1.835126907496086979e+00
3.202730351852729200e+03 5.017179452561378206e+00 5.495951583748467373e-01 1.923692363645628456e+00
3.247290474922865087e+03 4.654026147118782930e+00 5.351080772814035269e-01 1.816118825935685299e+00
3.252967931255820986e+03 4.524242636475129586e+00 5.239991873463513139e-01 1.716958167199567065e+00
3.355510876873629968e+03 5.092536017224755795e+00 5.195907333573784870e-01 1.823185519285574152e+00
3.192398912943330288e+03 4.652477622666728152e+00 5.451279932546337914e-01 1.857736624905725886e+00
3.276602990101933756e+03 4.564157237495093611e+00 5.265945635765565402e-01 1.855663087073549100e+00
3.261227106877920050e+03 4.760293913383652153e+00 5.346375158595385590e-01 1.879746935821345666e+00
3.258636788262086156e+03 4.460295694770548991e+00 5.192869159609937446e-01 1.646436062543585876e+00
3.283504376788070658e+03 4.512106354059428170e+00 5.130416664249606296e-01 1.651744802412150603e+00
3.309529824403997736e+03 4.349982448663392454e+00 5.092501077957836131e-01 1.682422790872009299e+00
3.271056936988345115e+03 4.654210569071895343e+00 5.278587230146587483e-01 1.850346606255329096e+00
3.313161156917664357e+03 4.660592455646819232e+00 5.194615885181724790e-01 1.749974179481262881e+00
3.239431826985556199e+03 4.532048102710337645e+00 5.337779580474819596e-01 1.812149252862115478e+00
3.257972970143302064e+03 4.811005457376783312e+00 5.350748370420117528e-01 1.827284435562190890e+00
3.375842226471376307e+03 4.474987391169008788e+00 4.985964273559966298e-01 1.699378573033141659e+00
3.307861446404205708e+03 4.845635413754858511e+00 5.154224514103689092e-01 1.739541174763443498e+00
3.173348678728073537e+03 5.018893447656816775e+00 5.571122427688285361e-01 1.962393548554336231e+00
3.291804599276837052e+03 4.482873806579492637e+00 5.187285163936304899e-01 1.863747579759998940e+00
3.212266126491211253e+03 4.806705687993893861e+00 5.426748510455811081e-01 1.846819179993193449e+00
3.340172444374160477e+03 4.558966260731155629e+00 5.066435648768187194e-01 1.688471549344923162e+00
3.284153925760211223e+03 4.571612260306578079e+00 5.255278183348198739e-01 1.906520464168399265e+00
3.361328496327201265e+03 4.581119815457983080e+00 5.072518937050681798e-01 1.722519116982639487e+00
3.256861931161873144e+03 4.916579448861213564e+00 5.300118678964983454e-01 1.907427069852863921e+00
3.275822353040400230e+03 4.983462779046472058e+00 5.333708959602780908e-01 1.889643806576204454e+00
3.279509654928152941e+03 4.985430257288733458e+00 5.287807462051191676e-01 1.840725152822435540e+00
3.202188362271600454e+03 4.372144139555108389e+00 5.385783030573926267e-01 1.749675552271427570e+00
3.208137392581689710e+03 4.599629976325991798e+00 5.442270296639257765e-01 1.969114324003898631e+00
3.313547534502913550e+03 4.784113039922353927e+00 5.185409371981654081e-01 1.842119686165097692e+00
3.261401939459491587e+03 4.791562753881259518e+00 5.291511563771690296e-01 1.843130466370382248e+00
3.184737945171565570e+03 4.914023910055298927e+00 5.575719261947704730e-01 1.954105506154181215e+00
3.301229024474173457e+03 4.343120876212624104e+00 5.099638389032913333e-01 1.731298987106596687e+00
3.293529471357781404e+03 5.064511703090498251e+00 5.352390803040764089e-01 1.998081563426165275e+00
3.246547212219494668e+03 4.813307301193062493e+00 5.333923715324847548e-01 1.859446897839410751e+00
3.334355069282330078e+03 4.669114491327871264e+00 5.128943525601373787e-01 1.746041598848231402e+00
3.246751215430597767e+03 4.501595882671352911e+00 5.269102750511436284e-01 1.762230344996853937e+00
3.267511529087975759e+03 4.662405470675607511e+00 5.351991595212280961e-01 1.890802771416749684e+00
3.290787009995158769e+03 4.569589368391584472e+00 5.170241462746765215e-01 1.674745102427998678e+00
3.249729363705028845e+03 4.326324315102070273e+00 5.194940341000705564e-01 1.572512953647784872e+00
3.289134257037159841e+03 4.587605781269360250e+00 5.191707621686810770e-01 1.662690323657711966e+00
3.255839034603274740e+03 4.588499392237488372e+00 5.256773602821195324e-01 1.745067206340561228e+00
3.319827919741864207e+03 4.827004799181117356e+00 5.242878648384493578e-01 1.837656315443873201e+00
3.314573829217039929e+03 4.620421000876508977e+00 5.237038075948938776e-01 1.898143048247206144e+00
3.247528725612729431e+03 4.490117805015167107e+00 5.262502188231217293e-01 1.704451561365379231e+00
3.278996270332151653e+03 4.595294576688777610e+00 5.261291989757320708e-01 1.894725688466383451e+00
3.302664843035956437e+03 4.681432538388693665e+00 5.190497808709712002e-01 1.766398178697545340e+00
3.263334853080676112e+03 4.585131954685964573e+00 5.255111775244027950e-01 1.698796618610642906e+00
3.271873628716699841e+03 4.442596731477103766e+00 5.116874416475498677e-01 1.620175860476734897e+00
3.255519727678431082e+03 4.664603644429700324e+00 5.296945395599002016e-01 1.840148020453194144e+00
3.255247684398073943e+03 4.511143819066280258e+00 5.252147914291979136e-01 1.734334409478090144e+00
3.226029896908157752e+03 4.549775432255634300e+00 5.318955835653258468e-01 1.701945043065964613e+00
3.314145163562537164e+03 4.681648394629391419e+00 5.199757876090788100e-01 1.775614265347122078e+00
3.339353877000412922e+03 4.446161386449636765e+00 5.036574130244609870e-01 1.692880361861943905e+00
3.259391990161148897e+03 4.736004517167478056e+00 5.380723909996882881e-01 1.881228562095750956e+00
3.244590835682606212e+03 4.984135709565336469e+00 5.430519210594521029e-01 1.848624152666549003e+00
3.206310583098886127e+03 4.664160783489426976e+00 5.389539508269973744e-01 1.800050681717054735e+00
3.222371037514519230e+03 4.538774644083190424e+00 5.357772815811991940e-01 1.852622001693937870e+00
3.190833481309012313e+03 4.640389196076680101e+00 5.379656042172676900e-01 1.735261169802476022e+00
3.244841604873665347e+03 4.779904140832572423e+00 5.308373041009217808e-01 1.886285166895220744e+00
3.322788221863030230e+03 5.113622407911337930e+00 5.258133659747474820e-01 1.885095964103733257e+00
3.259944450506945032e+03 4.662098646518745504e+00 5.291264608538693848e-01 1.770471968639464322e+00
3.245556538630331033e+03 5.039238233028584091e+00 5.344742427763800041e-01 1.856771298549360516e+00
3.254302566022002793e+03 4.585531273718865819e+00 5.269701013555813107e-01 1.776311513705939760e+00
3.236380542304704250e+03 4.644851937077154602e+00 5.322372797381518250e-01 1.714092477393817093e+00
3.230678500682268350e+03 4.856634083406463631e+00 5.358961471060446069e-01 1.874049261512969133e+00
3.254582151543620967e+03 4.566420263433684568e+00 5.316582668397568101e-01 1.821837395572125429e+00
3.286799458264866189e+03 4.919557311592358317e+00 5.261341116147785213e-01 1.882339195898664830e+00
3.307780886388640283e+03 4.583594552460510840e+00 5.261232031660840747e-01 1.883512389760946704e+00
3.211037394407192551e+03 4.675883866011654177e+00 5.464402356060595878e-01 1.928660354744762051e+00
3.275433674241452536e+03 4.387198796206476459e+00 5.154414449482233040e-01 1.633130073015151007e+00
3.304556664156238185e+03 4.429526689369684078e+00 5.196596054822896216e-01 1.761793067209304731e+00
3.252472274227234720e+03 4.558274898355098692e+00 5.310062229616268059e-01 1.839791593889268828e+00
3.273188834199835583e+03 4.671145485248721307e+00 5.296384501279718382e-01 1.856397847845698834e+00
3.234512866452999788e+03 4.960223649349746466e+00 5.411009202804859530e-01 1.863358580549264953e+00
3.249841027060038869e+03 4.539224743725174704e+00 5.297484938559743339e-01 1.783530349256344572e+00
3.333416185279879755e+03 4.696613060169275933e+00 5.106156504035455068e-01 1.830399765675948753e+00
3.260045763875495140e+03 4.488129291450086100e+00 5.268175392466698526e-01 1.846992697319760124e+00
3.251112150858341010e+03 4.628285247890048026e+00 5.256937323107777615e-01 1.776040470797110249e+00
3.257941286491590745e+03 4.474031584998625632e+00 5.238510885309514142e-01 1.806943374229667221e+00
3.411772946543217586e+03 4.763939201174640203e+00 5.044378595298917300e-01 1.735801371444400720e+00
3.248980639333101408e+03 4.538493827778706802e+00 5.297921917375850720e-01 1.783671151111181574e+00
3.203947111400434551e+03 4.718014843992357044e+00 5.486375929277528263e-01 1.958108529956782418e+00
3.284475630709252528e+03 4.469610967347088959e+00 5.247090985610091129e-01 1.774112297861691889e+00
3.314821533893216838e+03 4.591828963724533530e+00 5.137243456133452346e-01 1.722314299211629152e+00
3.314053310778720970e+03 4.551376987819865327e+00 5.155105167870110972e-01 1.758717570585949241e+00
3.256424980836502073e+03 4.885433423241458684e+00 5.327237831479101349e-01 1.859302420048154270e+00
3.319541929052674277e+03 4.476277737249642286e+00 5.136290182582902153e-01 1.780373315235506571e+00
3.251713030131074447e+03 4.379149603364528964e+00 5.193893876019631817e-01 1.722547337840164783e+00
3.232334723102271710e+03 4.802352668515143641e+00 5.322817718752398397e-01 1.761024689580042324e+00
3.295045303968543521e+03 4.929244818838018460e+00 5.284074515492888091e-01 1.932258022640964246e+00
3.279422976482649119e+03 4.819796584609575163e+00 5.240225898709180985e-01 1.804961207857748828e+00
3.300691038066303918e+03 4.679602490571254769e+00 5.256045400870344997e-01 1.873659735680668348e+00
3.268151243232751767e+03 4.488722067864106435e+00 5.249157597201097314e-01 1.760037371904521697e+00
3.219191245791495930e+03 4.597226864088575837e+00 5.418428987365377925e-01 1.854319725361084581e+00
3.243446734018419193e+03 4.838339560965974506e+00 5.284992475048934102e-01 1.824003109266256528e+00
3.263323535526256819e+03 4.661129326398873118e+00 5.311845882482139070e-01 1.796997913297473604e+00
3.228693935583525672e+03 4.660208406808495241e+00 5.355279929061643740e-01 1.814217557799879810e+00
3.358166362024554928e+03 4.542982659288663072e+00 5.077006413936140383e-01 1.805259988647855085e+00
3.282975386412132139e+03 4.569872657312179953e+00 5.193009669219700308e-01 1.793662929499656666e+00
3.338582310661961856e+03 4.533640746619260753e+00 5.080743341810284308e-01 1.764344031150083314e+00
3.220061574206851219e+03 4.503551611658957121e+00 5.342132206233720648e-01 1.777342678839148871e+00
3.247314039212225907e+03 4.636683992590988623e+00 5.257430276943447778e-01 1.715836536333968043e+00
3.271264489647585833e+03 4.597120348370006049e+00 5.283261420913962780e-01 1.807344186251897522e+00
3.253147953950739975e+03 4.492202230857079037e+00 5.301619451614321132e-01 1.834701693225644137e+00
3.266254072473092492e+03 4.926802619672893790e+00 5.380623272700217896e-01 1.948364137343127078e+00
3.316903228930127625e+03 4.837138487725903602e+00 5.303408531270007442e-01 1.985454553773661868e+00
3.300201908431852189e+03 4.439192905606875073e+00 5.128681433360294806e-01 1.660044237539786582e+00
3.352043984600115436e+03 4.568170289778331394e+00 5.131537795958452941e-01 1.800883581582044313e+00
3.327110177024493169e+03 4.771866019984748242e+00 5.208694111597841347e-01 1.900967752898816920e+00
3.245936443944184248e+03 4.982007585099077041e+00 5.365246668808184571e-01 1.954617257509492445e+00
3.247253769050968003e+03 4.693365946689691981e+00 5.392489515619290907e-01 1.857195194189664722e+00
3.240607298573923345e+03 4.606915637152955156e+00 5.388639643909812760e-01 1.882136996479628621e+00
3.310304650475979543e+03 4.826287096392317011e+00 5.240982709896815361e-01 1.860050995170854371e+00
3.312854285960386278e+03 4.831353934597789390e+00 5.261223558864790428e-01 1.883562271602284843e+00
3.277876739274961437e+03 4.832844390870614681e+00 5.323828744413932057e-01 1.897540841669045353e+00
3.313696561382276741e+03 4.661164790192006357e+00 5.184900023411510572e-01 1.800275565277674739e+00
3.224179621297739686e+03 4.555788210694453610e+00 5.318138099454297052e-01 1.717873073848524834e+00
3.251031301211698519e+03 4.816404085963856829e+00 5.281884881404150800e-01 1.716456826683751213e+00
3.221372217672577790e+03 4.718249150928949476e+00 5.446236730502583834e-01 1.880881102698332752e+00
3.270798485330630683e+03 4.808081160504631413e+00 5.228834661405755702e-01 1.781599324693188491e+00
3.238015871499026616e+03 4.457169503697562263e+00 5.356216902976551619e-01 1.844278276014204465e+00
3.235700267497629284e+03 4.801181718970791934e+00 5.390750826049247602e-01 1.827805818221300171e+00
3.278800236592636793e+03 4.675058033818624281e+00 5.219584688559120167e-01 1.795183245160555385e+00
3.275185680962641982e+03 4.511017823409321004e+00 5.221955765274453043e-01 1.777820252927139411e+00
3.236791722092348209e+03 4.440214333596369300e+00 5.261566962108245038e-01 1.792315729190506968e+00
3.334374602521702400e+03 4.588703975340116870e+00 5.115476897555389924e-01 1.729705562450966072e+00
3.289685320241565933e+03 4.816416890013844210e+00 5.243694089587885854e-01 1.871593126892929559e+00
3.217040627672628034e+03 4.805847824628176390e+00 5.420387581801845434e-01 1.900415089799657675e+00
3.320627535517321121e+03 4.705229081150478443e+00 5.160240616406573944e-01 1.748816774641275273e+00
3.301506161700553093e+03 4.651654904056446327e+00 5.174006334498317816e-01 1.826248050636563924e+00
3.318230348798565046e+03 4.838122442383741451e+00 5.197386856113253017e-01 1.839243015099915945e+00
3.274026373662408332e+03 4.581839601681098273e+00 5.222614644247197679e-01 1.754078671233486597e+00
3.240194865775427388e+03 4.933129098711347638e+00 5.317193849611048240e-01 1.758973293454748177e+00
3.231246001884558609e+03 4.434557019896969265e+00 5.268783335390569977e-01 1.747082878207259826e+00
3.249002312184227776e+03 4.350374425326651640e+00 5.254086545833085431e-01 1.753690839821957281e+00
3.312176526330942124e+03 4.634283538276687153e+00 5.182079942992087185e-01 1.842260279080624175e+00
3.255950176155555710e+03 4.543927626501792716e+00 5.198913938360395504e-01 1.619195557579933054e+00
3.274910283920768052e+03 4.655554861179295401e+00 5.352277507083524899e-01 2.003114958475739726e+00
3.291163328630343585e+03 4.825663943387366928e+00 5.272930596047479268e-01 1.899627102637521991e+00
3.257347772565821288e+03 4.759292041785963434e+00 5.300361862497583454e-01 1.805297820586119206e+00
3.254731000501980816e+03 4.628805064361606547e+00 5.311389835301528750e-01 1.742927162625028670e+00
3.305019919832651794e+03 4.614111245884659596e+00 5.277871879468346572e-01 1.861800004843796152e+00
3.185104283085894167e+03 4.885787891206610389e+00 5.475394046580326357e-01 1.903165279454770209e+00
3.265837245402548433e+03 4.648337692465286608e+00 5.312254357513206404e-01 1.918594251830028075e+00
3.293412848981948173e+03 4.561654917558001010e+00 5.154439550211074028e-01 1.702313441468773503e+00
3.199749396322604298e+03 4.977935864397442955e+00 5.458168343524885113e-01 1.809249311137920646e+00
3.302905170089260537e+03 4.418098591296741873e+00 5.108967470281646772e-01 1.725933906080754365e+00
3.317422442305994537e+03 4.668929390957169190e+00 5.156630784389706346e-01 1.748537761394581835e+00
3.335355695626899433e+03 4.378271030654822482e+00 4.976639745954950511e-01 1.537676521313052991e+00
3.218599670921938468e+03 4.751075388242195885e+00 5.457803284254825193e-01 1.911535835307535125e+00
3.241602398519117287e+03 4.467530811552073544e+00 5.300721109643699025e-01 1.826312354017180173e+00
3.360730005432065809e+03 4.595239656763153491e+00 5.114616571253196575e-01 1.767879080393536251e+00
3.271114360225452401e+03 4.729916564615838759e+00 5.259177318409118396e-01 1.823022081064574751e+00
3.275285173760295947e+03 4.688613086311709033e+00 5.222856791819812106e-01 1.783536212397089482e+00
3.291766374612697291e+03 4.921609720031211666e+00 5.318295830238679578e-01 1.873030646058102100e+00
3.311416216434809030e+03 4.654260370855247686e+00 5.159207954664717377e-01 1.705880615073473106e+00
3.264178791251346411e+03 4.685962276098225132e+00 5.325858815711663752e-01 1.887351416455029796e+00
3.286729447269933189e+03 4.488543662460747541e+00 5.246380694435422987e-01 1.808050187053579450e+00
3.188531985125113806e+03 4.919930014181520761e+00 5.448640415905259271e-01 1.803859791961955228e+00
3.244841604873665347e+03 4.779904140832572423e+00 5.308373041009217808e-01 1.886285166895220744e+00
3.245283763557648854e+03 4.635410406056740484e+00 5.311767634855290021e-01 1.831941937426187161e+00
3.379684934487730061e+03 4.905966291358489606e+00 5.158956136499326384e-01 1.959599957232717848e+00
3.292739245704603491e+03 4.461379104923288708e+00 5.225838115497284386e-01 1.715168356959016149e+00
3.268604459766307627e+03 4.458593070638698919e+00 5.215513526492522312e-01 1.726347810638482416e+00
3.328565031286600515e+03 4.699678507267757155e+00 5.216299620237846435e-01 1.890054865750705693e+00
3.220707976348824559e+03 4.784670287320772708e+00 5.395592126324767479e-01 1.819229200775433153e+00
3.213883449474251847e+03 4.859177646736454470e+00 5.461525702905154489e-01 1.872183885525484204e+00
3.247751957186189429e+03 4.595022283807920438e+00 5.321126056526346293e-01 1.856491080475420663e+00
3.219171541860997877e+03 4.570639162927751187e+00 5.321633927191044000e-01 1.811765921433896365e+00
3.199914084790476409e+03 4.938577194834372186e+00 5.460092701529370984e-01 1.872143179749379716e+00
3.299665415669276626e+03 4.896684413416326542e+00 5.281439511026264633e-01 1.843329979639212635e+00
3.269442164307409257e+03 4.583392928638650332e+00 5.207362230114751522e-01 1.731668923521698211e+00
3.397034075354727975e+03 4.746246510703615584e+00 5.103912044380013446e-01 1.904556996633027799e+00
3.257062789821603474e+03 4.557580687300816891e+00 5.313591931385529543e-01 1.895300413357482450e+00
3.258510301778543180e+03 4.626653186976144028e+00 5.366802660121009483e-01 1.896236930616621796e+00
3.315757957023623931e+03 4.770058437118967376e+00 5.202197146896058166e-01 1.810036244424290119e+00
3.282831730708820487e+03 4.643427317332102788e+00 5.158139337443690131e-01 1.714442374050596296e+00
3.325296507082866810e+03 4.987996919414028341e+00 5.258800472042997054e-01 1.911584081281302305e+00
3.227541383501709788e+03 4.395263384760854208e+00 5.319256236224653156e-01 1.748492653464167823e+00
3.294298520131066653e+03 4.680854602337792159e+00 5.253398569449539979e-01 1.854903992186774042e+00
3.283847254962034640e+03 4.682685137007345233e+00 5.226974023006430992e-01 1.782857617849876064e+00
3.313295912782201412e+03 4.627860502009037091e+00 5.160805957942071753e-01 1.720478652664551245e+00
3.345333773205264606e+03 4.646617871001477162e+00 5.108471208140848985e-01 1.752730960495900492e+00
3.265556349860288719e+03 4.589493488075188310e+00 5.326146831931707348e-01 1.816321799941162052e+00
3.212765829811564799e+03 4.947249223860085365e+00 5.412111998314095285e-01 1.849087820312354413e+00
3.261516727211165744e+03 4.905505034936085806e+00 5.305391749950592040e-01 1.814946540637898176e+00
3.276242449412885435e+03 4.602127462573958994e+00 5.220615900178987578e-01 1.780381362961675151e+00
3.235513763190139798e+03 4.718020632470956599e+00 5.361874600952947212e-01 1.836593517655344066e+00
3.238272378566396583e+03 4.480685964092499418e+00 5.272393391873801960e-01 1.746596621987955178e+00
3.291142942894182852e+03 4.338755327575682941e+00 5.105956288216830785e-01 1.617946081022767935e+00
3.312811606077127180e+03 4.673026889230635916e+00 5.210526614531114653e-01 1.929494604993303497e+00
3.228405037909343264e+03 4.925430531814502189e+00 5.373191927338807350e-01 1.834225502990879608e+00
3.235660277255779874e+03 4.324842421354508915e+00 5.331126703768762631e-01 1.770723319992374645e+00
3.247068177419517269e+03 4.841544551378678563e+00 5.329541541157485351e-01 1.866337940892403013e+00
3.235519554343660275e+03 4.959218023709436096e+00 5.394642128962762184e-01 1.869809360740549042e+00
3.290241500530661142e+03 4.867625236381014631e+00 5.251874738502787521e-01 1.876958176666067013e+00
3.332084695119244316e+03 4.541395657674297759e+00 5.156795864029157794e-01 1.830508613426009124e+00
3.262007316008823182e+03 4.652610778090627619e+00 5.297872095755945532e-01 1.847317904557970625e+00
3.206609623308991104e+03 4.773087617566018181e+00 5.427831744711315576e-01 1.830518827073262411e+00
3.257811378549708024e+03 4.505636542866536587e+00 5.301898590232736463e-01 1.780244596807734503e+00
3.277532998911197865e+03 4.251733995067965566e+00 5.098780623174458126e-01 1.599511273881417672e+00
3.215346253168423118e+03 4.449709508053976137e+00 5.337711627695231886e-01 1.786006686040627622e+00
3.304398445821228961e+03 4.546402792347818078e+00 5.208775949892040513e-01 1.811800434629651457e+00
