weight logl Teff logg R Av
0.000000000000000000e+00 -2.164751509966478124e+07 9.593810799011825985e-01 9.977194817422554429e-01 6.848111238521747968e-01 3.677396376571520076e-01
0.000000000000000000e+00 -2.133502699998543039e+07 4.382139654280662322e-01 3.531243576546413410e-01 9.146938575176777331e-01 2.721913893210026192e-01
0.000000000000000000e+00 -2.132744347212890163e+07 5.771220469866757963e-01 9.230913404834650837e-01 9.942575582640182930e-01 6.300111383844532176e-01
0.000000000000000000e+00 -2.117111548728428409e+07 8.707738053648377274e-01 2.241311101621228374e-01 7.582433456072037448e-01 6.884705399618016308e-01
0.000000000000000000e+00 -2.100661925568862259e+07 3.324869688963997261e-01 7.364624127093876149e-01 9.989098676136651811e-01 2.545411157801521496e-01
0.000000000000000000e+00 -2.048184893143608794e+07 7.798319313149784104e-01 7.975360151430492817e-01 8.953283626327218636e-01 7.790219945630192377e-01
0.000000000000000000e+00 -2.034085716921790317e+07 7.289094328298355574e-01 4.065246093598339217e-01 9.372052048741537078e-01 9.775826716119092596e-01
0.000000000000000000e+00 -2.033331291175366938e+07 8.685291586020802423e-01 3.542317062556443741e-01 7.669971491216484027e-01 7.367373815250990443e-01
0.000000000000000000e+00 -1.960102744506255910e+07 8.136647699962455960e-01 7.544989999634483802e-01 6.562122122522838774e-01 1.572756822942893429e-01
0.000000000000000000e+00 -1.958138301160837337e+07 8.142001065898993861e-01 2.233015997766344407e-01 6.187516914167922044e-01 9.492703487339226864e-02
0.000000000000000000e+00 -1.938513697063114494e+07 3.311680999591307684e-01 7.627091378412576006e-01 9.040074355158750352e-01 9.726565735703773807e-02
0.000000000000000000e+00 -1.934210656697852537e+07 4.679427455080054088e-01 2.421979070876824069e-01 9.342162554618373971e-01 4.851707736024729600e-01
0.000000000000000000e+00 -1.925781777595007420e+07 6.054851642482319551e-01 2.534228156537365884e-02 8.100143677362607875e-01 5.293520658288271008e-01
0.000000000000000000e+00 -1.905084896698570251e+07 6.232939173334149929e-01 4.213292692252496030e-01 8.945181948728427868e-01 6.311756776452650541e-01
0.000000000000000000e+00 -1.897222181172922626e+07 2.612172484650634452e-01 4.179920019863889724e-01 9.949323537089367342e-01 1.605269901185256698e-01
0.000000000000000000e+00 -1.871132932765443623e+07 8.628648042953099839e-01 7.272800017371594539e-02 6.713125139048642387e-01 4.102623633462797459e-01
0.000000000000000000e+00 -1.859276022471631318e+07 8.024943183172350558e-01 4.651225918052612762e-01 7.527000898950533259e-01 5.606411599103144905e-01
0.000000000000000000e+00 -1.849399611855706200e+07 3.561621570294667416e-01 1.915394746323957342e-01 9.426916175896309369e-01 2.961972570374845626e-01
0.000000000000000000e+00 -1.848085553473938629e+07 9.764605642024068999e-01 6.984538716163936067e-01 7.368997780155661648e-01 7.439134189071409109e-01
0.000000000000000000e+00 -1.844632391797153652e+07 5.316628807325843864e-01 7.758817347007569420e-01 8.994705030701229953e-01 4.171505125537758873e-01
0.000000000000000000e+00 -1.822061660983141512e+07 1.843406959703322023e-01 4.341889303238721798e-02 9.819413730483329550e-01 6.532529513730167547e-02
0.000000000000000000e+00 -1.820577651346688345e+07 3.691621612763783533e-01 9.630724294828019172e-01 8.629722648803465068e-01 1.128779552881539194e-01
0.000000000000000000e+00 -1.789058598875963315e+07 9.941085157868407851e-01 3.888067247860979014e-01 5.994025678739117735e-01 3.108801579899884704e-01
0.000000000000000000e+00 -1.763060445800540224e+07 5.321741735403459073e-01 4.050136550832195148e-03 8.345011606195524845e-01 5.338276555182162042e-01
0.000000000000000000e+00 -1.750429472535024956e+07 5.237334757760711001e-01 5.517336159491917913e-01 9.864008113916465925e-01 6.638871071018360714e-01
0.000000000000000000e+00 -1.747503829737914354e+07 2.334889662344530326e-01 6.381499750899795043e-01 9.678815502324508158e-01 1.213369291912188563e-01
0.000000000000000000e+00 -1.729148501152062416e+07 9.704382259982639036e-01 8.771344792640234367e-01 5.661931633416874554e-01 1.321812869801055612e-01
0.000000000000000000e+00 -1.701385725643247738e+07 3.191386588428396509e-01 9.620893109288904954e-01 9.831128439707431665e-01 3.183033491201577858e-01
0.000000000000000000e+00 -1.700665793677114323e+07 9.652093609064228419e-01 9.503075625093709844e-01 7.491679790604768296e-01 7.334758014514700664e-01
0.000000000000000000e+00 -1.693684726591529697e+07 7.001463790991400149e-01 3.666443796566823954e-01 8.687785568191138674e-01 8.584715816362389340e-01
0.000000000000000000e+00 -1.692959462415360659e+07 8.584280598483137181e-01 4.387012958169769217e-01 7.547676888528118688e-01 7.648733405696030996e-01
0.000000000000000000e+00 -1.658019775900107250e+07 8.233227381127466993e-01 3.638706841222324462e-01 7.751226416034017186e-01 8.268770913282397217e-01
0.000000000000000000e+00 -1.657919092558792792e+07 7.974246330814027672e-01 7.572048054056043087e-01 8.465695649223548003e-01 8.178728033775841677e-01
0.000000000000000000e+00 -1.656999983903491311e+07 8.053761524097440283e-01 3.864640259260140320e-01 7.159461002090715676e-01 5.484654491431757428e-01
0.000000000000000000e+00 -1.651432648488507606e+07 6.327075600522527044e-01 1.472201249294579073e-01 6.352799233070931528e-01 2.752241554554890612e-02
0.000000000000000000e+00 -1.650219546666552871e+07 3.256546295614231035e-01 3.740112628328197131e-01 9.383601879451165528e-01 2.289691886245482921e-01
0.000000000000000000e+00 -1.639520850380521268e+07 4.668828112145834153e-01 2.148492479118634391e-01 8.465841992960356777e-01 3.738402681499225499e-01
0.000000000000000000e+00 -1.612836206762221083e+07 8.229726699802171197e-01 6.359977513615318045e-01 7.295582670715186069e-01 5.345986937261796301e-01
0.000000000000000000e+00 -1.596308128406667709e+07 8.954410654751326915e-01 5.379090834794253428e-02 6.783276169375823672e-01 6.071011436244863058e-01
0.000000000000000000e+00 -1.589893200558453426e+07 3.688316971771911090e-01 8.093562618831556810e-01 9.661248215646148774e-01 3.769422093565557574e-01
0.000000000000000000e+00 -1.588455672328848206e+07 9.812448281587921040e-01 8.345408896922954511e-01 5.267533467063566510e-01 5.835845300159270277e-02
0.000000000000000000e+00 -1.579352644505309127e+07 9.765768329662884994e-01 4.455156728348160788e-01 5.488646066221893882e-01 1.502417369942746772e-01
0.000000000000000000e+00 -1.577029864880963229e+07 8.169475406472492818e-01 3.325468290768465174e-01 7.254103575725968645e-01 6.751456071710675300e-01
0.000000000000000000e+00 -1.574679370933231898e+07 8.825014802865112085e-01 3.965360412050268346e-01 5.835563006039863332e-01 1.706293677463681657e-01
0.000000000000000000e+00 -1.574537035000795312e+07 7.252642088245377927e-01 1.744833654209865248e-02 6.785164661083664672e-01 3.900708342066439016e-01
0.000000000000000000e+00 -1.572283941443154775e+07 4.979767468909789274e-01 5.316898567372105866e-01 9.674471008466076771e-01 6.397907115461578531e-01
