"Teff_mean", "Teff_stdev", "Teff_median", "Teff_errlo", "Teff_errup", "logg_mean", "logg_stdev", "logg_median", "logg_errlo", "logg_errup", "R_mean", "R_stdev", "R_median", "R_errlo", "R_errup", "Av_mean", "Av_stdev", "Av_median", "Av_errlo", "Av_errup"
3.270105392241720892e+03,4.656065966631818931e+00,5.273321434275798358e-01,1.808522760158836062e+00,4.445341987073435774e+01,1.784829217450437933e-01,1.124130939765415407e-02,8.349136847976372511e-02,3.269119317668127223e+03,4.635757541105852475e+00,5.270332076984305392e-01,1.810801964190794422e+00,3.224672837346418873e+03,4.482510551152540046e+00,5.160546155670120427e-01,1.727574096255381164e+00,3.315668705115205739e+03,4.837237995563516968e+00,5.390176295606169399e-01,1.889643806576204454e+00
